"","HOUR_IN_YEAR","HOUR_IN_DAY","DIFFUSED","DIRECT","GLOBAL"
"183",4369,0,0,0,0
"549",4370,1,0,0,0
"915",4371,2,0,0,0
"1281",4372,3,0,0,0
"1647",4373,4,0.36231884057971,0.0434782608695652,0.405797101449275
"2013",4374,5,9.56521739130435,2.59420289855072,12.1594202898551
"2379",4375,6,25.5217391304348,13.7246376811594,39.2463768115942
"2745",4376,7,41.7536231884058,33.8405797101449,75.5942028985507
"3111",4377,8,61.0579710144928,58.2753623188406,119.333333333333
"3477",4378,9,75.8405797101449,82.1449275362319,157.985507246377
"3843",4379,10,83.9420289855072,95.3768115942029,179.31884057971
"4209",4380,11,94.9420289855072,111.840579710145,206.782608695652
"4575",4381,12,100.855072463768,111.521739130435,212.376811594203
"4941",4382,13,103.188405797101,111.985507246377,215.173913043478
"5307",4383,14,96.1739130434783,105.768115942029,201.942028985507
"5673",4384,15,85.1739130434783,86.9420289855072,172.115942028986
"6039",4385,16,70.7536231884058,79.0289855072464,149.782608695652
"6405",4386,17,57.3768115942029,60.9710144927536,118.347826086957
"6771",4387,18,42.7971014492754,37.5942028985507,80.3913043478261
"7137",4388,19,26.0434782608696,18.6376811594203,44.6811594202899
"7503",4389,20,10.1014492753623,3.42028985507246,13.5217391304348
"7869",4390,21,0.521739130434783,0.0289855072463768,0.550724637681159
"8235",4391,22,0,0,0
"8601",4392,23,0,0,0
"184",4393,0,0,0,0
"550",4394,1,0,0,0
"916",4395,2,0,0,0
"1282",4396,3,0,0,0
"1648",4397,4,0.434782608695652,0.0869565217391304,0.521739130434783
"2014",4398,5,9.36231884057971,3.49275362318841,12.8550724637681
"2380",4399,6,25.1884057971014,18.4782608695652,43.6666666666667
"2746",4400,7,42.0144927536232,41.9710144927536,83.9855072463768
"3112",4401,8,59.7246376811594,67.2463768115942,126.971014492754
"3478",4402,9,74.4202898550725,92.2753623188406,166.695652173913
"3844",4403,10,87.8985507246377,107.536231884058,195.434782608696
"4210",4404,11,94.0724637681159,122.173913043478,216.246376811594
"4576",4405,12,99.695652173913,116.826086956522,216.521739130435
"4942",4406,13,98.4492753623188,113.144927536232,211.594202898551
"5308",4407,14,100.594202898551,101.144927536232,201.739130434783
"5674",4408,15,89.6521739130435,83.4927536231884,173.144927536232
"6040",4409,16,72.2608695652174,62,134.260869565217
"6406",4410,17,56.231884057971,47.231884057971,103.463768115942
"6772",4411,18,41.5942028985507,27.2173913043478,68.8115942028985
"7138",4412,19,27.1594202898551,14.1014492753623,41.2608695652174
"7504",4413,20,10.1159420289855,3.07246376811594,13.1884057971014
"7870",4414,21,0.304347826086957,0.0144927536231884,0.318840579710145
"8236",4415,22,0,0,0
"8602",4416,23,0,0,0
"185",4417,0,0,0,0
"551",4418,1,0,0,0
"917",4419,2,0,0,0
"1283",4420,3,0,0,0
"1649",4421,4,0.304347826086957,0.0144927536231884,0.318840579710145
"2015",4422,5,8.49275362318841,2.15942028985507,10.6521739130435
"2381",4423,6,22.7391304347826,13.2463768115942,35.9855072463768
"2747",4424,7,40.4782608695652,33.7971014492754,74.2753623188406
"3113",4425,8,54.231884057971,56.1739130434783,110.405797101449
"3479",4426,9,68.9855072463768,78,146.985507246377
"3845",4427,10,77,88.0144927536232,165.014492753623
"4211",4428,11,87.7101449275362,104.565217391304,192.275362318841
"4577",4429,12,89.1176470588235,96.9411764705882,186.058823529412
"4943",4430,13,91.2352941176471,95.2352941176471,186.470588235294
"5309",4431,14,88.3768115942029,91.7101449275362,180.086956521739
"5675",4432,15,77.0144927536232,82.4782608695652,159.492753623188
"6041",4433,16,67.8695652173913,68.3188405797101,136.188405797101
"6407",4434,17,58.304347826087,53.2463768115942,111.550724637681
"6773",4435,18,41.3623188405797,31.0289855072464,72.3913043478261
"7139",4436,19,25.0579710144928,14,39.0579710144928
"7505",4437,20,9.76811594202899,2.44927536231884,12.2173913043478
"7871",4438,21,0.434782608695652,0.0144927536231884,0.449275362318841
"8237",4439,22,0,0,0
"8603",4440,23,0,0,0
"186",4441,0,0,0,0
"552",4442,1,0,0,0
"918",4443,2,0,0,0
"1284",4444,3,0,0,0
"1650",4445,4,0.114285714285714,0,0.114285714285714
"2016",4446,5,8.59420289855072,1.81159420289855,10.4057971014493
"2382",4447,6,24.8260869565217,10.9855072463768,35.8115942028985
"2748",4448,7,43.2753623188406,28.6811594202899,71.9565217391304
"3114",4449,8,59.536231884058,52.2753623188406,111.811594202899
"3480",4450,9,72.695652173913,76.2463768115942,148.942028985507
"3846",4451,10,85.9710144927536,91.536231884058,177.507246376812
"4212",4452,11,93.8235294117647,97.1176470588235,190.941176470588
"4578",4453,12,104.632352941176,94.5,199.132352941176
"4944",4454,13,100.867647058824,100.279411764706,201.147058823529
"5310",4455,14,96.0434782608696,90.2173913043478,186.260869565217
"5676",4456,15,91.7246376811594,74.0724637681159,165.797101449275
"6042",4457,16,74.1159420289855,70.2608695652174,144.376811594203
"6408",4458,17,56.4782608695652,57.2173913043478,113.695652173913
"6774",4459,18,42.768115942029,32.3478260869565,75.1159420289855
"7140",4460,19,25.4927536231884,15.9710144927536,41.463768115942
"7506",4461,20,9.63768115942029,2.95652173913043,12.5942028985507
"7872",4462,21,0.0714285714285714,0,0.0714285714285714
"8238",4463,22,0,0,0
"8604",4464,23,0,0,0
"187",4465,0,0,0,0
"553",4466,1,0,0,0
"919",4467,2,0,0,0
"1285",4468,3,0,0,0
"1651",4469,4,0.0857142857142857,0,0.0857142857142857
"2017",4470,5,8.55072463768116,2.34782608695652,10.8985507246377
"2383",4471,6,22.4782608695652,13.5217391304348,36
"2749",4472,7,40.7391304347826,34.7391304347826,75.4782608695652
"3115",4473,8,58.8840579710145,59.1014492753623,117.985507246377
"3481",4474,9,71.3188405797101,77.0724637681159,148.391304347826
"3847",4475,10,88.9275362318841,89.5942028985507,178.521739130435
"4213",4476,11,100.840579710145,99.463768115942,200.304347826087
"4579",4477,12,100.927536231884,99.4347826086957,200.36231884058
"4945",4478,13,100.95652173913,100.884057971014,201.840579710145
"5311",4479,14,99.4782608695652,84.6666666666667,184.144927536232
"5677",4480,15,90.9275362318841,77.463768115942,168.391304347826
"6043",4481,16,73.7391304347826,66.3188405797101,140.057971014493
"6409",4482,17,56.6811594202899,48.0289855072464,104.710144927536
"6775",4483,18,41.4927536231884,30.1594202898551,71.6521739130435
"7141",4484,19,22.8550724637681,11.8695652173913,34.7246376811594
"7507",4485,20,8.60869565217391,2.21739130434783,10.8260869565217
"7873",4486,21,0.0428571428571429,0.0142857142857143,0.0571428571428571
"8239",4487,22,0,0,0
"8605",4488,23,0,0,0
"188",4489,0,0,0,0
"554",4490,1,0,0,0
"920",4491,2,0,0,0
"1286",4492,3,0,0,0
"1652",4493,4,0.0857142857142857,0,0.0857142857142857
"2018",4494,5,7.79710144927536,2.02898550724638,9.82608695652174
"2384",4495,6,22.536231884058,11.7246376811594,34.2608695652174
"2750",4496,7,40.1594202898551,29.1014492753623,69.2608695652174
"3116",4497,8,56.3768115942029,49.304347826087,105.68115942029
"3482",4498,9,74.5652173913043,71.5217391304348,146.086956521739
"3848",4499,10,88.5652173913043,95.1159420289855,183.68115942029
"4214",4500,11,97.0144927536232,107.014492753623,204.028985507246
"4580",4501,12,99.1304347826087,114.434782608696,213.565217391304
"4946",4502,13,101.405797101449,118.95652173913,220.36231884058
"5312",4503,14,96.2608695652174,108.36231884058,204.623188405797
"5678",4504,15,88.4057971014493,97.5942028985507,186
"6044",4505,16,72.463768115942,77.6811594202899,150.144927536232
"6410",4506,17,58.7246376811594,54.1449275362319,112.869565217391
"6776",4507,18,43.8550724637681,32.2173913043478,76.0724637681159
"7142",4508,19,25.1884057971014,16.2608695652174,41.4492753623188
"7508",4509,20,9.20289855072464,3.42028985507246,12.6231884057971
"7874",4510,21,0.0428571428571429,0.0285714285714286,0.0714285714285714
"8240",4511,22,0,0,0
"8606",4512,23,0,0,0
"189",4513,0,0,0,0
"555",4514,1,0,0,0
"921",4515,2,0,0,0
"1287",4516,3,0,0,0
"1653",4517,4,0.0714285714285714,0,0.0714285714285714
"2019",4518,5,7.11594202898551,1.72463768115942,8.84057971014493
"2385",4519,6,20.8695652173913,12.1014492753623,32.9710144927536
"2751",4520,7,35.7826086956522,29.0434782608696,64.8260869565217
"3117",4521,8,53.9275362318841,49.9565217391304,103.884057971014
"3483",4522,9,68.2173913043478,69.2173913043478,137.434782608696
"3849",4523,10,81.4782608695652,86.8405797101449,168.31884057971
"4215",4524,11,85.6811594202899,105.159420289855,190.840579710145
"4581",4525,12,89.4347826086957,110.072463768116,199.507246376812
"4947",4526,13,91.2463768115942,105.188405797101,196.434782608696
"5313",4527,14,87.6521739130435,94.5507246376812,182.202898550725
"5679",4528,15,82.3623188405797,87.5217391304348,169.884057971014
"6045",4529,16,68.7826086956522,76.6086956521739,145.391304347826
"6411",4530,17,57.2898550724638,53.3768115942029,110.666666666667
"6777",4531,18,41.231884057971,31.6521739130435,72.8840579710145
"7143",4532,19,24.4057971014493,15.4057971014493,39.8115942028985
"7509",4533,20,9.82608695652174,3.47826086956522,13.304347826087
"7875",4534,21,0.0434782608695652,0.0289855072463768,0.072463768115942
"8241",4535,22,0,0,0
"8607",4536,23,0,0,0
"190",4537,0,0,0,0
"556",4538,1,0,0,0
"922",4539,2,0,0,0
"1288",4540,3,0,0,0
"1654",4541,4,0.0571428571428571,0.0285714285714286,0.0857142857142857
"2020",4542,5,7.82608695652174,1.6231884057971,9.44927536231884
"2386",4543,6,23.304347826087,13.0869565217391,36.3913043478261
"2752",4544,7,40.0144927536232,31.4347826086957,71.4492753623188
"3118",4545,8,55.8695652173913,47.6666666666667,103.536231884058
"3484",4546,9,74.0869565217391,67.1449275362319,141.231884057971
"3850",4547,10,82.2898550724638,88.3333333333333,170.623188405797
"4216",4548,11,88.8405797101449,95.8405797101449,184.68115942029
"4582",4549,12,90.5942028985507,110.811594202899,201.405797101449
"4948",4550,13,94.1449275362319,103.347826086957,197.492753623188
"5314",4551,14,87.0869565217391,105.217391304348,192.304347826087
"5680",4552,15,77.4782608695652,89.6666666666667,167.144927536232
"6046",4553,16,65.3188405797101,72.5507246376812,137.869565217391
"6412",4554,17,52.7246376811594,53.8550724637681,106.579710144928
"6778",4555,18,39.2173913043478,32.536231884058,71.7536231884058
"7144",4556,19,23.2173913043478,15,38.2173913043478
"7510",4557,20,7.84057971014493,2.36231884057971,10.2028985507246
"7876",4558,21,0.0579710144927536,0.0144927536231884,0.072463768115942
"8242",4559,22,0,0,0
"8608",4560,23,0,0,0
"191",4561,0,0,0,0
"557",4562,1,0,0,0
"923",4563,2,0,0,0
"1289",4564,3,0,0,0
"1655",4565,4,0.0857142857142857,0,0.0857142857142857
"2021",4566,5,8.42028985507246,2.01449275362319,10.4347826086957
"2387",4567,6,25.1014492753623,14.9565217391304,40.0579710144928
"2753",4568,7,43.6811594202899,37.7971014492754,81.4782608695652
"3119",4569,8,59.768115942029,59.7101449275362,119.478260869565
"3485",4570,9,71.6521739130435,80.4492753623188,152.101449275362
"3851",4571,10,86.3333333333333,96.4057971014493,182.739130434783
"4217",4572,11,95.2463768115942,105.971014492754,201.217391304348
"4583",4573,12,97.6376811594203,99.6811594202899,197.31884057971
"4949",4574,13,96.0579710144928,108.942028985507,205
"5315",4575,14,94.8115942028985,110.652173913043,205.463768115942
"5681",4576,15,86.9130434782609,93.5217391304348,180.434782608696
"6047",4577,16,75.1449275362319,77.9855072463768,153.130434782609
"6413",4578,17,60.6376811594203,62.1449275362319,122.782608695652
"6779",4579,18,41.3333333333333,36.1739130434783,77.5072463768116
"7145",4580,19,24.4927536231884,15.4347826086957,39.9275362318841
"7511",4581,20,9.33333333333333,2.72463768115942,12.0579710144928
"7877",4582,21,0.0428571428571429,0.0142857142857143,0.0571428571428571
"8243",4583,22,0,0,0
"8609",4584,23,0,0,0
"192",4585,0,0,0,0
"558",4586,1,0,0,0
"924",4587,2,0,0,0
"1290",4588,3,0,0,0
"1656",4589,4,0.0714285714285714,0.0142857142857143,0.0857142857142857
"2022",4590,5,7.46376811594203,2.20289855072464,9.66666666666667
"2388",4591,6,22.1014492753623,13.9855072463768,36.0869565217391
"2754",4592,7,39.1739130434783,35.4202898550725,74.5942028985507
"3120",4593,8,52.9130434782609,57.1304347826087,110.04347826087
"3486",4594,9,67.8115942028985,81.8695652173913,149.68115942029
"3852",4595,10,79.2173913043478,97.1739130434783,176.391304347826
"4218",4596,11,88.1739130434783,107.36231884058,195.536231884058
"4584",4597,12,99.75,109.588235294118,209.338235294118
"4950",4598,13,99.0434782608696,110.260869565217,209.304347826087
"5316",4599,14,92.7826086956522,106.130434782609,198.913043478261
"5682",4600,15,86.1884057971015,94.6666666666667,180.855072463768
"6048",4601,16,72.1014492753623,75.2753623188406,147.376811594203
"6414",4602,17,57.7101449275362,56.8405797101449,114.550724637681
"6780",4603,18,40.231884057971,33.6521739130435,73.8840579710145
"7146",4604,19,23.4927536231884,15.1449275362319,38.6376811594203
"7512",4605,20,8.31884057971014,2.2463768115942,10.5652173913043
"7878",4606,21,0.0142857142857143,0.0142857142857143,0.0285714285714286
"8244",4607,22,0,0,0
"8610",4608,23,0,0,0
"193",4609,0,0,0,0
"559",4610,1,0,0,0
"925",4611,2,0,0,0
"1291",4612,3,0,0,0
"1657",4613,4,0.0714285714285714,0,0.0714285714285714
"2023",4614,5,7.76811594202899,1.7536231884058,9.52173913043478
"2389",4615,6,24.7246376811594,11.0144927536232,35.7391304347826
"2755",4616,7,42.1014492753623,31.0434782608696,73.1449275362319
"3121",4617,8,57.6666666666667,56.768115942029,114.434782608696
"3487",4618,9,73.8550724637681,81.3333333333333,155.188405797101
"3853",4619,10,85.2028985507246,101.014492753623,186.217391304348
"4219",4620,11,98.0144927536232,104.536231884058,202.550724637681
"4585",4621,12,101.333333333333,110.260869565217,211.594202898551
"4951",4622,13,102,106.840579710145,208.840579710145
"5317",4623,14,95.2753623188406,96.8840579710145,192.159420289855
"5683",4624,15,91.2608695652174,83.1304347826087,174.391304347826
"6049",4625,16,76.304347826087,63.8260869565217,140.130434782609
"6415",4626,17,59.1449275362319,44.7971014492754,103.942028985507
"6781",4627,18,41.8115942028985,25.3333333333333,67.1449275362319
"7147",4628,19,25,11.0144927536232,36.0144927536232
"7513",4629,20,8.2463768115942,2.18840579710145,10.4347826086957
"7879",4630,21,0,0.0142857142857143,0.0142857142857143
"8245",4631,22,0,0,0
"8611",4632,23,0,0,0
"194",4633,0,0,0,0
"560",4634,1,0,0,0
"926",4635,2,0,0,0
"1292",4636,3,0,0,0
"1658",4637,4,0.0714285714285714,0,0.0714285714285714
"2024",4638,5,6.97101449275362,1.34782608695652,8.31884057971014
"2390",4639,6,22.0144927536232,8.78260869565217,30.7971014492754
"2756",4640,7,41.9275362318841,23.0144927536232,64.9420289855072
"3122",4641,8,59.8695652173913,44.7536231884058,104.623188405797
"3488",4642,9,74.1449275362319,70.1884057971015,144.333333333333
"3854",4643,10,86.8985507246377,82.9420289855072,169.840579710145
"4220",4644,11,96.3333333333333,103.579710144928,199.913043478261
"4586",4645,12,99.3188405797101,105.086956521739,204.405797101449
"4952",4646,13,103.797101449275,100.202898550725,204
"5318",4647,14,92.695652173913,87.463768115942,180.159420289855
"5684",4648,15,85.6666666666667,77.6086956521739,163.275362318841
"6050",4649,16,76.5072463768116,65.1014492753623,141.608695652174
"6416",4650,17,60.1594202898551,50.4347826086956,110.594202898551
"6782",4651,18,40.2898550724638,30.1159420289855,70.4057971014493
"7148",4652,19,24.304347826087,12.6666666666667,36.9710144927536
"7514",4653,20,8.1304347826087,2.47826086956522,10.6086956521739
"7880",4654,21,0.0142857142857143,0.0285714285714286,0.0428571428571429
"8246",4655,22,0,0,0
"8612",4656,23,0,0,0
"195",4657,0,0,0,0
"561",4658,1,0,0,0
"927",4659,2,0,0,0
"1293",4660,3,0,0,0
"1659",4661,4,0.0571428571428571,0,0.0571428571428571
"2025",4662,5,7.07246376811594,1.71014492753623,8.78260869565217
"2391",4663,6,22.536231884058,11.6811594202899,34.2173913043478
"2757",4664,7,39.7826086956522,29.5797101449275,69.3623188405797
"3123",4665,8,57.8115942028985,50.6231884057971,108.434782608696
"3489",4666,9,73.1594202898551,72.7971014492754,145.95652173913
"3855",4667,10,84.3768115942029,89.9130434782609,174.289855072464
"4221",4668,11,99.7101449275362,96.5942028985507,196.304347826087
"4587",4669,12,104.376811594203,105.579710144928,209.95652173913
"4953",4670,13,98.4347826086957,115.173913043478,213.608695652174
"5319",4671,14,97.3768115942029,100.521739130435,197.898550724638
"5685",4672,15,88.0289855072464,85.231884057971,173.260869565217
"6051",4673,16,71.5652173913043,65.695652173913,137.260869565217
"6417",4674,17,58.5797101449275,48.9855072463768,107.565217391304
"6783",4675,18,40.7246376811594,30.0434782608696,70.768115942029
"7149",4676,19,22.0434782608696,12.3478260869565,34.3913043478261
"7515",4677,20,7.98550724637681,1.8695652173913,9.85507246376812
"7881",4678,21,0,0,0
"8247",4679,22,0,0,0
"8613",4680,23,0,0,0
"196",4681,0,0,0,0
"562",4682,1,0,0,0
"928",4683,2,0,0,0
"1294",4684,3,0,0,0
"1660",4685,4,0.0428571428571429,0,0.0428571428571429
"2026",4686,5,7.05797101449275,1.94202898550725,9
"2392",4687,6,23.2173913043478,13.5072463768116,36.7246376811594
"2758",4688,7,39.1449275362319,31.0434782608696,70.1884057971015
"3124",4689,8,55.9565217391304,54.6231884057971,110.579710144928
"3490",4690,9,76.768115942029,74.6086956521739,151.376811594203
"3856",4691,10,87.4782608695652,87.3478260869565,174.826086956522
"4222",4692,11,99.4117647058823,100.911764705882,200.323529411765
"4588",4693,12,103.391304347826,110.478260869565,213.869565217391
"4954",4694,13,107.666666666667,94.6376811594203,202.304347826087
"5320",4695,14,97.0579710144928,84.9855072463768,182.04347826087
"5686",4696,15,87.2608695652174,80.8405797101449,168.101449275362
"6052",4697,16,73.9275362318841,60.8840579710145,134.811594202899
"6418",4698,17,56.1304347826087,39.695652173913,95.8260869565217
"6784",4699,18,40.8260869565217,30.4347826086957,71.2608695652174
"7150",4700,19,23.8550724637681,12.8985507246377,36.7536231884058
"7516",4701,20,7.97101449275362,1.82608695652174,9.79710144927536
"7882",4702,21,0,0.0142857142857143,0.0142857142857143
"8248",4703,22,0,0,0
"8614",4704,23,0,0,0
"197",4705,0,0,0,0
"563",4706,1,0,0,0
"929",4707,2,0,0,0
"1295",4708,3,0,0,0
"1661",4709,4,0.0428571428571429,0,0.0428571428571429
"2027",4710,5,6.02898550724638,1.34782608695652,7.3768115942029
"2393",4711,6,22.768115942029,11.2753623188406,34.0434782608696
"2759",4712,7,41.6811594202899,29.3913043478261,71.0724637681159
"3125",4713,8,60.4927536231884,51.1304347826087,111.623188405797
"3491",4714,9,78.0147058823529,70.5882352941177,148.602941176471
"3857",4715,10,90.1176470588235,93.4411764705882,183.558823529412
"4223",4716,11,96.0746268656716,96.5522388059701,192.626865671642
"4589",4717,12,104.880597014925,86.2537313432836,191.134328358209
"4955",4718,13,100.794117647059,90.0735294117647,190.867647058824
"5321",4719,14,99.7971014492754,86.3478260869565,186.144927536232
"5687",4720,15,88.9710144927536,74.1159420289855,163.086956521739
"6053",4721,16,69.9275362318841,58.768115942029,128.695652173913
"6419",4722,17,57.304347826087,43.231884057971,100.536231884058
"6785",4723,18,41.1594202898551,25.5507246376812,66.7101449275362
"7151",4724,19,24.3768115942029,10.9855072463768,35.3623188405797
"7517",4725,20,7.88405797101449,1.8695652173913,9.7536231884058
"7883",4726,21,0,0,0
"8249",4727,22,0,0,0
"8615",4728,23,0,0,0
"198",4729,0,0,0,0
"564",4730,1,0,0,0
"930",4731,2,0,0,0
"1296",4732,3,0,0,0
"1662",4733,4,0.0428571428571429,0,0.0428571428571429
"2028",4734,5,6.60869565217391,1.14492753623188,7.7536231884058
"2394",4735,6,21.9275362318841,8.8695652173913,30.7971014492754
"2760",4736,7,38.7246376811594,25.9565217391304,64.6811594202899
"3126",4737,8,56.4057971014493,47.7391304347826,104.144927536232
"3492",4738,9,74.0144927536232,61.8405797101449,135.855072463768
"3858",4739,10,86.7971014492754,69.0869565217391,155.884057971014
"4224",4740,11,102,77.5,179.5
"4590",4741,12,102.117647058824,84.4558823529412,186.573529411765
"4956",4742,13,104.797101449275,89.2173913043478,194.014492753623
"5322",4743,14,97.6376811594203,83.1884057971015,180.826086956522
"5688",4744,15,86.8550724637681,75.1739130434783,162.028985507246
"6054",4745,16,74.0869565217391,66.4782608695652,140.565217391304
"6420",4746,17,59.4782608695652,44.1739130434783,103.652173913043
"6786",4747,18,40.3478260869565,25.8260869565217,66.1739130434783
"7152",4748,19,23.4202898550725,10.3768115942029,33.7971014492754
"7518",4749,20,8.08695652173913,1.3768115942029,9.46376811594203
"7884",4750,21,0.0142857142857143,0,0.0142857142857143
"8250",4751,22,0,0,0
"8616",4752,23,0,0,0
"199",4753,0,0,0,0
"565",4754,1,0,0,0
"931",4755,2,0,0,0
"1297",4756,3,0,0,0
"1663",4757,4,0,0,0
"2029",4758,5,5.81159420289855,1.56521739130435,7.3768115942029
"2395",4759,6,20.9130434782609,10,30.9130434782609
"2761",4760,7,39.7101449275362,26.8985507246377,66.6086956521739
"3127",4761,8,54.9565217391304,43.9565217391304,98.9130434782609
"3493",4762,9,71.3478260869565,66,137.347826086957
"3859",4763,10,83.1449275362319,88.7391304347826,171.884057971014
"4225",4764,11,94.1594202898551,98.5797101449275,192.739130434783
"4591",4765,12,96.9420289855072,95.6521739130435,192.594202898551
"4957",4766,13,100.666666666667,87.1159420289855,187.782608695652
"5323",4767,14,100.086956521739,78.6231884057971,178.710144927536
"5689",4768,15,84.0579710144928,77.463768115942,161.521739130435
"6055",4769,16,70.0869565217391,66.1884057971015,136.275362318841
"6421",4770,17,56.1014492753623,45.5072463768116,101.608695652174
"6787",4771,18,40.3333333333333,26.6086956521739,66.9420289855072
"7153",4772,19,23.1304347826087,10.5217391304348,33.6521739130435
"7519",4773,20,7.02898550724638,1.68115942028985,8.71014492753623
"7885",4774,21,0,0,0
"8251",4775,22,0,0,0
"8617",4776,23,0,0,0
"200",4777,0,0,0,0
"566",4778,1,0,0,0
"932",4779,2,0,0,0
"1298",4780,3,0,0,0
"1664",4781,4,0,0,0
"2030",4782,5,5.07246376811594,1.17391304347826,6.2463768115942
"2396",4783,6,19.9420289855072,10.3913043478261,30.3333333333333
"2762",4784,7,37.8695652173913,26.0434782608696,63.9130434782609
"3128",4785,8,54.3478260869565,48.0289855072464,102.376811594203
"3494",4786,9,66.7246376811594,72.7391304347826,139.463768115942
"3860",4787,10,84,88.231884057971,172.231884057971
"4226",4788,11,91.6086956521739,90.536231884058,182.144927536232
"4592",4789,12,93.463768115942,90.8260869565217,184.289855072464
"4958",4790,13,96.9275362318841,98.9565217391304,195.884057971014
"5324",4791,14,88.8405797101449,89.8985507246377,178.739130434783
"5690",4792,15,83.1449275362319,73.9420289855072,157.086956521739
"6056",4793,16,74.1304347826087,64.7826086956522,138.913043478261
"6422",4794,17,58.3188405797101,44.8550724637681,103.173913043478
"6788",4795,18,42.6376811594203,29.5652173913043,72.2028985507246
"7154",4796,19,23.1594202898551,10.6521739130435,33.8115942028985
"7520",4797,20,6.57971014492754,1.30434782608696,7.88405797101449
"7886",4798,21,0,0,0
"8252",4799,22,0,0,0
"8618",4800,23,0,0,0
"201",4801,0,0,0,0
"567",4802,1,0,0,0
"933",4803,2,0,0,0
"1299",4804,3,0,0,0
"1665",4805,4,0,0,0
"2031",4806,5,5.39130434782609,1.1304347826087,6.52173913043478
"2397",4807,6,19.6521739130435,8.31884057971014,27.9710144927536
"2763",4808,7,35.0289855072464,25.2898550724638,60.3188405797101
"3129",4809,8,52.0434782608696,49.7826086956522,101.826086956522
"3495",4810,9,74.1304347826087,61.1304347826087,135.260869565217
"3861",4811,10,80.7391304347826,78.3333333333333,159.072463768116
"4227",4812,11,87.2794117647059,92.1470588235294,179.426470588235
"4593",4813,12,95.0294117647059,84.9411764705882,179.970588235294
"4959",4814,13,92.1176470588235,87.1911764705882,179.308823529412
"5325",4815,14,85.1449275362319,70.7536231884058,155.898550724638
"5691",4816,15,81.2028985507246,69.4782608695652,150.68115942029
"6057",4817,16,72.4492753623188,54,126.449275362319
"6423",4818,17,56.6086956521739,47.1304347826087,103.739130434783
"6789",4819,18,37.5652173913044,28.8260869565217,66.3913043478261
"7155",4820,19,22.4347826086957,11.8405797101449,34.2753623188406
"7521",4821,20,6.40579710144928,1.78260869565217,8.18840579710145
"7887",4822,21,0,0,0
"8253",4823,22,0,0,0
"8619",4824,23,0,0,0
"202",4825,0,0,0,0
"568",4826,1,0,0,0
"934",4827,2,0,0,0
"1300",4828,3,0,0,0
"1666",4829,4,0,0,0
"2032",4830,5,5.60869565217391,1.2463768115942,6.85507246376812
"2398",4831,6,21.1739130434783,9.91304347826087,31.0869565217391
"2764",4832,7,38,27.2463768115942,65.2463768115942
"3130",4833,8,53.4782608695652,53.4202898550725,106.898550724638
"3496",4834,9,74.0441176470588,71.1617647058823,145.205882352941
"3862",4835,10,83.1617647058823,87.9705882352941,171.132352941176
"4228",4836,11,91.2647058823529,96.6176470588235,187.882352941176
"4594",4837,12,92.7536231884058,98.5072463768116,191.260869565217
"4960",4838,13,94.3478260869565,97.2753623188406,191.623188405797
"5326",4839,14,92.304347826087,90.2028985507246,182.507246376812
"5692",4840,15,85.1449275362319,85.7826086956522,170.927536231884
"6058",4841,16,73.8550724637681,65.8115942028985,139.666666666667
"6424",4842,17,54.1449275362319,43.4492753623188,97.5942028985507
"6790",4843,18,39.3623188405797,27.8695652173913,67.231884057971
"7156",4844,19,21.8840579710145,12.1449275362319,34.0289855072464
"7522",4845,20,6.65217391304348,1.71014492753623,8.36231884057971
"7888",4846,21,0.0142857142857143,0,0.0142857142857143
"8254",4847,22,0,0,0
"8620",4848,23,0,0,0
"203",4849,0,0,0,0
"569",4850,1,0,0,0
"935",4851,2,0,0,0
"1301",4852,3,0,0,0
"1667",4853,4,0.0142857142857143,0,0.0142857142857143
"2033",4854,5,5.27536231884058,1.36231884057971,6.63768115942029
"2399",4855,6,20.0869565217391,10.9130434782609,31
"2765",4856,7,35.6521739130435,30.8985507246377,66.5507246376812
"3131",4857,8,51.9275362318841,55.536231884058,107.463768115942
"3497",4858,9,67.6086956521739,76.3623188405797,143.971014492754
"3863",4859,10,76.4202898550725,95.463768115942,171.884057971014
"4229",4860,11,89.8550724637681,103.478260869565,193.333333333333
"4595",4861,12,95.8985507246377,102.420289855072,198.31884057971
"4961",4862,13,90.7826086956522,103.768115942029,194.550724637681
"5327",4863,14,82.4057971014493,100.159420289855,182.565217391304
"5693",4864,15,78.7391304347826,83.2753623188406,162.014492753623
"6059",4865,16,67.8115942028985,66.3623188405797,134.173913043478
"6425",4866,17,52.0144927536232,48.695652173913,100.710144927536
"6791",4867,18,38.768115942029,28.8260869565217,67.5942028985507
"7157",4868,19,21.2898550724638,11.5942028985507,32.8840579710145
"7523",4869,20,6.18840579710145,1.6231884057971,7.81159420289855
"7889",4870,21,0,0,0
"8255",4871,22,0,0,0
"8621",4872,23,0,0,0
"204",4873,0,0,0,0
"570",4874,1,0,0,0
"936",4875,2,0,0,0
"1302",4876,3,0,0,0
"1668",4877,4,0,0,0
"2034",4878,5,4.84057971014493,0.898550724637681,5.73913043478261
"2400",4879,6,19.1449275362319,9.72463768115942,28.8695652173913
"2766",4880,7,35.3333333333333,29.2898550724638,64.6231884057971
"3132",4881,8,50.6811594202899,53.536231884058,104.217391304348
"3498",4882,9,65.304347826087,71.1594202898551,136.463768115942
"3864",4883,10,77.5652173913043,87.9855072463768,165.550724637681
"4230",4884,11,83.231884057971,93.768115942029,177
