"","HOUR_IN_YEAR","MONTH","HOUR_IN_DAY","DIFFUSED","DIRECT","GLOBAL"
"3118",2793,4,8,44.8857142857143,30.0285714285714,74.9142857142857
"3493",2794,4,9,61.7571428571429,48.9,110.657142857143
"3868",2795,4,10,73.6,62.5857142857143,136.185714285714
"4243",2796,4,11,84.1,75.7,159.8
"4618",2797,4,12,88.2714285714286,87,175.271428571429
"4993",2798,4,13,87.3768115942029,87.3768115942029,174.753623188406
"5368",2799,4,14,80.4571428571429,82.3714285714286,162.828571428571
"5743",2800,4,15,72.5571428571429,73.9428571428571,146.5
"6118",2801,4,16,59.6,52.3714285714286,111.971428571429
"6493",2802,4,17,46.2571428571429,33.1,79.3571428571429
"6868",2803,4,18,29.8857142857143,14.7,44.5857142857143
"7243",2804,4,19,12.0857142857143,2.91428571428571,15
"7618",2805,4,20,0.0704225352112676,0,0.0704225352112676
"7993",2806,4,21,0,0,0
"8368",2807,4,22,0,0,0
"8743",2808,4,23,0,0,0
"119",2809,4,0,0,0,0
"494",2810,4,1,0,0,0
"869",2811,4,2,0,0,0
"1244",2812,4,3,0,0,0
"1619",2813,4,4,0,0,0
"1994",2814,4,5,0.557142857142857,0.0428571428571429,0.6
"2369",2815,4,6,11.6428571428571,1.98571428571429,13.6285714285714
"2744",2816,4,7,28.4428571428571,12.8,41.2428571428571
"3119",2817,4,8,48.3285714285714,31.1714285714286,79.5
"3494",2818,4,9,60.9571428571429,51.2571428571429,112.214285714286
"3869",2819,4,10,74.1142857142857,69.4857142857143,143.6
"4244",2820,4,11,82.9857142857143,84.4428571428571,167.428571428571
"4619",2821,4,12,83.8285714285714,87.4571428571429,171.285714285714
"4994",2822,4,13,84.6571428571429,83.4142857142857,168.071428571429
"5369",2823,4,14,84.4285714285714,77.3714285714286,161.8
"5744",2824,4,15,76.9714285714286,63.2142857142857,140.185714285714
"6119",2825,4,16,65.2428571428571,52.1142857142857,117.357142857143
"6494",2826,4,17,49.4285714285714,29.7714285714286,79.2
"6869",2827,4,18,30.8142857142857,13.7428571428571,44.5571428571429
"7244",2828,4,19,12.1428571428571,2.75714285714286,14.9
"7619",2829,4,20,0.4,0.0571428571428571,0.457142857142857
"7994",2830,4,21,0,0,0
"8369",2831,4,22,0,0,0
"8744",2832,4,23,0,0,0
"120",2833,4,0,0,0,0
"495",2834,4,1,0,0,0
"870",2835,4,2,0,0,0
"1245",2836,4,3,0,0,0
"1620",2837,4,4,0,0,0
"1995",2838,4,5,0.557142857142857,0.0428571428571429,0.6
"2370",2839,4,6,12.1142857142857,3.32857142857143,15.4428571428571
"2745",2840,4,7,30.7571428571429,15.3,46.0571428571429
"3120",2841,4,8,48.9285714285714,31.9571428571429,80.8857142857143
"3495",2842,4,9,64.9,55.0285714285714,119.928571428571
"3870",2843,4,10,76,70.9,146.9
"4245",2844,4,11,93,82.5857142857143,175.585714285714
"4620",2845,4,12,95.9428571428571,80.3142857142857,176.257142857143
"4995",2846,4,13,96.6428571428571,84.6285714285714,181.271428571429
"5370",2847,4,14,89.9428571428571,78.3571428571429,168.3
"5745",2848,4,15,81.4571428571429,68.8285714285714,150.285714285714
"6120",2849,4,16,67.4571428571429,48.5285714285714,115.985714285714
"6495",2850,4,17,49.2428571428571,31.5285714285714,80.7714285714286
"6870",2851,4,18,30.9571428571429,15.7571428571429,46.7142857142857
"7245",2852,4,19,12.8285714285714,4.01428571428571,16.8428571428571
"7620",2853,4,20,0.642857142857143,0.0428571428571429,0.685714285714286
"7995",2854,4,21,0,0,0
"8370",2855,4,22,0,0,0
"8745",2856,4,23,0,0,0
"121",2857,4,0,0,0,0
"496",2858,4,1,0,0,0
"871",2859,4,2,0,0,0
"1246",2860,4,3,0,0,0
"1621",2861,4,4,0,0,0
"1996",2862,4,5,0.971428571428571,0.0714285714285714,1.04285714285714
"2371",2863,4,6,12.8571428571429,4.24285714285714,17.1
"2746",2864,4,7,31.1714285714286,19.0428571428571,50.2142857142857
"3121",2865,4,8,47.0869565217391,38.3333333333333,85.4202898550725
"3496",2866,4,9,64.463768115942,65.1014492753623,129.565217391304
"3871",2867,4,10,76.3188405797101,79.3623188405797,155.68115942029
"4246",2868,4,11,84.304347826087,88.7971014492754,173.101449275362
"4621",2869,4,12,89.4347826086957,95.0724637681159,184.507246376812
"4996",2870,4,13,88.2173913043478,94.4927536231884,182.710144927536
"5371",2871,4,14,84.3428571428571,78.5,162.842857142857
"5746",2872,4,15,82.0285714285714,66.2,148.228571428571
"6121",2873,4,16,69.9285714285714,49.2142857142857,119.142857142857
"6496",2874,4,17,51,32.4285714285714,83.4285714285714
"6871",2875,4,18,32.2857142857143,16.3,48.5857142857143
"7246",2876,4,19,13.4857142857143,4.07142857142857,17.5571428571429
"7621",2877,4,20,0.828571428571429,0.128571428571429,0.957142857142857
"7996",2878,4,21,0,0,0
"8371",2879,4,22,0,0,0
"8746",2880,4,23,0,0,0
"122",2881,4,0,0,0,0
"123",2881,5,0,0,0,0
"497",2882,4,1,0,0,0
"498",2882,5,1,0,0,0
"872",2883,4,2,0,0,0
"873",2883,5,2,0,0,0
"1247",2884,4,3,0,0,0
"1248",2884,5,3,0,0,0
"1622",2885,4,4,0,0,0
"1623",2885,5,4,0,0,0
"1997",2886,4,5,1,0,1
"1998",2886,5,5,1.47058823529412,0.0588235294117647,1.52941176470588
"2372",2887,4,6,14,13,27
"2373",2887,5,6,14.4558823529412,5.58823529411765,20.0441176470588
"2747",2888,4,7,27,50,77
"2748",2888,5,7,33.5735294117647,24.9705882352941,58.5441176470588
"3122",2889,4,8,37,96,133
"3123",2889,5,8,48.6323529411765,55.6176470588235,104.25
"3497",2890,4,9,45,141,186
"3498",2890,5,9,60.7205882352941,83.6470588235294,144.367647058824
"3872",2891,4,10,49,182,231
"3873",2891,5,10,72.8823529411765,104.558823529412,177.441176470588
"4247",2892,4,11,53,211,264
"4248",2892,5,11,79.3235294117647,116.705882352941,196.029411764706
"4622",2893,4,12,57,226,283
"4623",2893,5,12,84.75,110.044117647059,194.794117647059
"4997",2894,4,13,78,211,289
"4998",2894,5,13,85.6323529411765,110.411764705882,196.044117647059
"5372",2895,4,14,94,87,181
"5373",2895,5,14,80.3676470588235,98.6764705882353,179.044117647059
"5747",2896,4,15,40,0,40
"5748",2896,5,15,71.5294117647059,82.6470588235294,154.176470588235
"6122",2897,4,16,14,0,14
"6123",2897,5,16,60.0294117647059,64.1323529411765,124.161764705882
"6497",2898,4,17,17,0,17
"6498",2898,5,17,44.7352941176471,47.9264705882353,92.6617647058823
"6872",2899,4,18,31,2,33
"6873",2899,5,18,28.4705882352941,24.1911764705882,52.6617647058824
"7247",2900,4,19,13,0,13
"7248",2900,5,19,13.0735294117647,6.52941176470588,19.6029411764706
"7622",2901,4,20,1,0,1
"7623",2901,5,20,0.838235294117647,0.147058823529412,0.985294117647059
"7997",2902,4,21,0,0,0
"7998",2902,5,21,0,0,0
"8372",2903,4,22,0,0,0
"8373",2903,5,22,0,0,0
"8747",2904,4,23,0,0,0
"8748",2904,5,23,0,0,0
"124",2905,5,0,0,0,0
"499",2906,5,1,0,0,0
"874",2907,5,2,0,0,0
"1249",2908,5,3,0,0,0
"1624",2909,5,4,0,0,0
"1999",2910,5,5,1.40579710144928,0.144927536231884,1.55072463768116
"2374",2911,5,6,13.6376811594203,6.8695652173913,20.5072463768116
"2749",2912,5,7,28.8405797101449,27.5217391304348,56.3623188405797
"3124",2913,5,8,42.2463768115942,50.8550724637681,93.1014492753623
"3499",2914,5,9,55.6086956521739,69.8550724637681,125.463768115942
"3874",2915,5,10,65.9565217391304,89.4927536231884,155.449275362319
"4249",2916,5,11,79,104.855072463768,183.855072463768
"4624",2917,5,12,85.1739130434783,108.173913043478,193.347826086957
"4999",2918,5,13,84.3913043478261,104.913043478261,189.304347826087
"5374",2919,5,14,77.1470588235294,96.7205882352941,173.867647058824
"5749",2920,5,15,68.7391304347826,84.2898550724638,153.028985507246
"6124",2921,5,16,55.7826086956522,57.4492753623188,113.231884057971
"6499",2922,5,17,45.5652173913044,42.7391304347826,88.304347826087
"6874",2923,5,18,28.7826086956522,21.304347826087,50.0869565217391
"7249",2924,5,19,12.8840579710145,5.79710144927536,18.6811594202899
"7624",2925,5,20,0.898550724637681,0.159420289855072,1.05797101449275
"7999",2926,5,21,0,0,0
"8374",2927,5,22,0,0,0
"8749",2928,5,23,0,0,0
"125",2929,5,0,0,0,0
"500",2930,5,1,0,0,0
"875",2931,5,2,0,0,0
"1250",2932,5,3,0,0,0
"1625",2933,5,4,0,0,0
"2000",2934,5,5,1.49275362318841,0.130434782608696,1.6231884057971
"2375",2935,5,6,15.1449275362319,6.08695652173913,21.231884057971
"2750",2936,5,7,33.1884057971015,21.8115942028986,55
"3125",2937,5,8,51.7536231884058,42.304347826087,94.0579710144928
"3500",2938,5,9,65.8550724637681,69.4927536231884,135.347826086957
"3875",2939,5,10,75.6376811594203,98.695652173913,174.333333333333
"4250",2940,5,11,85.536231884058,105.985507246377,191.521739130435
"4625",2941,5,12,85.7101449275362,107.884057971014,193.594202898551
"5000",2942,5,13,82.4927536231884,106.202898550725,188.695652173913
"5375",2943,5,14,85.536231884058,101.971014492754,187.507246376812
"5750",2944,5,15,77.2463768115942,81.5652173913043,158.811594202899
"6125",2945,5,16,65.2463768115942,60.1594202898551,125.405797101449
"6500",2946,5,17,50.8695652173913,41.7101449275362,92.5797101449275
"6875",2947,5,18,30.7101449275362,20.3333333333333,51.0434782608696
"7250",2948,5,19,14.536231884058,5.68115942028986,20.2173913043478
"7625",2949,5,20,1,0.188405797101449,1.18840579710145
"8000",2950,5,21,0,0,0
"8375",2951,5,22,0,0,0
"8750",2952,5,23,0,0,0
"126",2953,5,0,0,0,0
"501",2954,5,1,0,0,0
"876",2955,5,2,0,0,0
"1251",2956,5,3,0,0,0
"1626",2957,5,4,0,0,0
"2001",2958,5,5,1.60869565217391,0.188405797101449,1.79710144927536
"2376",2959,5,6,15.6811594202899,5.76811594202899,21.4492753623188
"2751",2960,5,7,34.7246376811594,20.231884057971,54.9565217391304
"3126",2961,5,8,51.6376811594203,46.0724637681159,97.7101449275362
"3501",2962,5,9,66.9710144927536,74.9710144927536,141.942028985507
"3876",2963,5,10,76.7246376811594,99.4927536231884,176.217391304348
"4251",2964,5,11,88.463768115942,105.666666666667,194.130434782609
"4626",2965,5,12,87.8550724637681,107.521739130435,195.376811594203
"5001",2966,5,13,90.8695652173913,104.623188405797,195.492753623188
"5376",2967,5,14,89.304347826087,96.768115942029,186.072463768116
"5751",2968,5,15,79.7826086956522,76.2753623188406,156.057971014493
"6126",2969,5,16,70.8695652173913,54.5217391304348,125.391304347826
"6501",2970,5,17,51.768115942029,33.3188405797101,85.0869565217391
"6876",2971,5,18,33.0289855072464,16.5942028985507,49.6231884057971
"7251",2972,5,19,15.695652173913,4.71014492753623,20.4057971014493
"7626",2973,5,20,1.27536231884058,0.260869565217391,1.53623188405797
"8001",2974,5,21,0,0,0
"8376",2975,5,22,0,0,0
"8751",2976,5,23,0,0,0
"127",2977,5,0,0,0,0
"502",2978,5,1,0,0,0
"877",2979,5,2,0,0,0
"1252",2980,5,3,0,0,0
"1627",2981,5,4,0,0,0
"2002",2982,5,5,1.84057971014493,0.202898550724638,2.04347826086957
"2377",2983,5,6,16.2173913043478,6.20289855072464,22.4202898550725
"2752",2984,5,7,32.4782608695652,23.5797101449275,56.0579710144928
"3127",2985,5,8,49.536231884058,46.0434782608696,95.5797101449275
"3502",2986,5,9,64.0144927536232,68.0434782608696,132.057971014493
"3877",2987,5,10,80.3623188405797,86.4202898550725,166.782608695652
"4252",2988,5,11,88.3478260869565,94.8550724637681,183.202898550725
"4627",2989,5,12,92.1159420289855,93.1159420289855,185.231884057971
"5002",2990,5,13,92.536231884058,85.9130434782609,178.449275362319
"5377",2991,5,14,84.4492753623188,83.3478260869565,167.797101449275
"5752",2992,5,15,77.1014492753623,76.695652173913,153.797101449275
"6127",2993,5,16,65.9130434782609,62.1304347826087,128.04347826087
"6502",2994,5,17,50.9130434782609,43.5507246376812,94.463768115942
"6877",2995,5,18,32.9710144927536,20.8840579710145,53.8550724637681
"7252",2996,5,19,15.9275362318841,6.34782608695652,22.2753623188406
"7627",2997,5,20,1.60869565217391,0.304347826086957,1.91304347826087
"8002",2998,5,21,0,0,0
"8377",2999,5,22,0,0,0
"8752",3000,5,23,0,0,0
"128",3001,5,0,0,0,0
"503",3002,5,1,0,0,0
"878",3003,5,2,0,0,0
"1253",3004,5,3,0,0,0
"1628",3005,5,4,0,0,0
"2003",3006,5,5,2.2463768115942,0.231884057971014,2.47826086956522
"2378",3007,5,6,15.6811594202899,5.53623188405797,21.2173913043478
"2753",3008,5,7,31.3333333333333,20.4057971014493,51.7391304347826
"3128",3009,5,8,46.9710144927536,41.3768115942029,88.3478260869565
"3503",3010,5,9,61.6086956521739,60.7536231884058,122.36231884058
"3878",3011,5,10,72.9275362318841,80.8260869565217,153.753623188406
"4253",3012,5,11,85.6376811594203,92.6811594202899,178.31884057971
"4628",3013,5,12,92.9565217391304,98.6521739130435,191.608695652174
"5003",3014,5,13,93.0579710144928,102.144927536232,195.202898550725
"5378",3015,5,14,83.5942028985507,94.0144927536232,177.608695652174
"5753",3016,5,15,76.2753623188406,79.1304347826087,155.405797101449
"6128",3017,5,16,67.1159420289855,57.6376811594203,124.753623188406
"6503",3018,5,17,47.9420289855072,35.4782608695652,83.4202898550725
"6878",3019,5,18,30.0869565217391,17.2898550724638,47.3768115942029
"7253",3020,5,19,13.8695652173913,4.97101449275362,18.8405797101449
"7628",3021,5,20,1.89855072463768,0.202898550724638,2.10144927536232
"8003",3022,5,21,0,0,0
"8378",3023,5,22,0,0,0
"8753",3024,5,23,0,0,0
"129",3025,5,0,0,0,0
"504",3026,5,1,0,0,0
"879",3027,5,2,0,0,0
"1254",3028,5,3,0,0,0
"1629",3029,5,4,0,0,0
"2004",3030,5,5,2.6231884057971,0.391304347826087,3.01449275362319
"2379",3031,5,6,16.7391304347826,5.53623188405797,22.2753623188406
"2754",3032,5,7,35.0869565217391,21.304347826087,56.3913043478261
"3129",3033,5,8,51.8115942028985,43.0869565217391,94.8985507246377
"3504",3034,5,9,66.5797101449275,62.6521739130435,129.231884057971
"3879",3035,5,10,76.536231884058,85.7391304347826,162.275362318841
"4254",3036,5,11,88.304347826087,91.1304347826087,179.434782608696
"4629",3037,5,12,93.0434782608696,102.927536231884,195.971014492754
"5004",3038,5,13,93.6666666666667,85.0579710144928,178.724637681159
"5379",3039,5,14,91.7246376811594,74.6086956521739,166.333333333333
"5754",3040,5,15,81.1159420289855,63.6811594202899,144.797101449275
"6129",3041,5,16,64.1594202898551,56.9565217391304,121.115942028986
"6504",3042,5,17,49.2898550724638,41.9420289855072,91.231884057971
"6879",3043,5,18,31.3478260869565,21.6376811594203,52.9855072463768
"7254",3044,5,19,15.4492753623188,6.65217391304348,22.1014492753623
"7629",3045,5,20,2.23188405797101,0.318840579710145,2.55072463768116
"8004",3046,5,21,0,0,0
"8379",3047,5,22,0,0,0
"8754",3048,5,23,0,0,0
"130",3049,5,0,0,0,0
"505",3050,5,1,0,0,0
"880",3051,5,2,0,0,0
"1255",3052,5,3,0,0,0
"1630",3053,5,4,0,0,0
"2005",3054,5,5,2.81159420289855,0.347826086956522,3.15942028985507
"2380",3055,5,6,17.7352941176471,6.61764705882353,24.3529411764706
"2755",3056,5,7,34.9130434782609,23.1304347826087,58.0434782608696
"3130",3057,5,8,52.6811594202899,46.2173913043478,98.8985507246377
"3505",3058,5,9,67.4347826086957,67.2898550724638,134.724637681159
"3880",3059,5,10,78.7391304347826,83.6231884057971,162.36231884058
"4255",3060,5,11,90.8235294117647,96.6176470588235,187.441176470588
"4630",3061,5,12,89.9264705882353,101.794117647059,191.720588235294
"5005",3062,5,13,87.9420289855072,102.695652173913,190.63768115942
