"","HOUR_IN_YEAR","MONTH","HOUR_IN_DAY","DIFFUSED","DIRECT","GLOBAL"
"3960",4931,7,10,83.4057971014493,85.2463768115942,168.652173913043
"4335",4932,7,11,97.6811594202899,92.6231884057971,190.304347826087
"4710",4933,7,12,101.594202898551,96.9420289855072,198.536231884058
"5085",4934,7,13,98.0434782608696,93.3768115942029,191.420289855072
"5460",4935,7,14,89.7826086956522,96.6666666666667,186.449275362319
"5835",4936,7,15,81.0434782608696,81.6086956521739,162.652173913043
"6210",4937,7,16,71.463768115942,62.0289855072464,133.492753623188
"6585",4938,7,17,54.536231884058,43.4782608695652,98.0144927536232
"6960",4939,7,18,36.5,25.25,61.75
"7335",4940,7,19,20.4347826086957,8.81159420289855,29.2463768115942
"7710",4941,7,20,5.47826086956522,0.797101449275362,6.27536231884058
"8085",4942,7,21,0,0,0
"8460",4943,7,22,0,0,0
"8835",4944,7,23,0,0,0
"211",4945,7,0,0,0,0
"586",4946,7,1,0,0,0
"961",4947,7,2,0,0,0
"1336",4948,7,3,0,0,0
"1711",4949,7,4,0,0,0
"2086",4950,7,5,4.79710144927536,0.623188405797101,5.42028985507246
"2461",4951,7,6,19.4347826086957,8.02898550724638,27.463768115942
"2836",4952,7,7,36.1449275362319,22.8260869565217,58.9710144927536
"3211",4953,7,8,53.7971014492754,43.4202898550725,97.2173913043478
"3586",4954,7,9,70.8115942028985,67.5797101449275,138.391304347826
"3961",4955,7,10,81.231884057971,84.4492753623188,165.68115942029
"4336",4956,7,11,93.7971014492754,90.0144927536232,183.811594202899
"4711",4957,7,12,101.695652173913,96.5652173913043,198.260869565217
"5086",4958,7,13,100.31884057971,98.5507246376812,198.869565217391
"5461",4959,7,14,93,90.3333333333333,183.333333333333
"5836",4960,7,15,86.6811594202899,77.231884057971,163.913043478261
"6211",4961,7,16,73.1159420289855,65.1739130434783,138.289855072464
"6586",4962,7,17,56.6086956521739,45.4782608695652,102.086956521739
"6961",4963,7,18,37.8695652173913,26.9710144927536,64.8405797101449
"7336",4964,7,19,21.4927536231884,9.82608695652174,31.3188405797101
"7711",4965,7,20,5.78260869565217,0.782608695652174,6.56521739130435
"8086",4966,7,21,0,0,0
"8461",4967,7,22,0,0,0
"8836",4968,7,23,0,0,0
"212",4969,7,0,0,0,0
"587",4970,7,1,0,0,0
"962",4971,7,2,0,0,0
"1337",4972,7,3,0,0,0
"1712",4973,7,4,0,0,0
"2087",4974,7,5,4.14492753623188,0.652173913043478,4.79710144927536
"2462",4975,7,6,19.3478260869565,6.95652173913043,26.304347826087
"2837",4976,7,7,36.768115942029,24.9855072463768,61.7536231884058
"3212",4977,7,8,56.5797101449275,48.9710144927536,105.550724637681
"3587",4978,7,9,74.463768115942,73.5797101449275,148.04347826087
"3962",4979,7,10,86.7101449275362,95.9130434782609,182.623188405797
"4337",4980,7,11,92.6521739130435,106.231884057971,198.884057971014
"4712",4981,7,12,95.768115942029,111.014492753623,206.782608695652
"5087",4982,7,13,98.768115942029,108.623188405797,207.391304347826
"5462",4983,7,14,95.0724637681159,103.710144927536,198.782608695652
"5837",4984,7,15,82.5507246376812,83.2463768115942,165.797101449275
"6212",4985,7,16,72.768115942029,63.2463768115942,136.014492753623
"6587",4986,7,17,56.1449275362319,46.536231884058,102.68115942029
"6962",4987,7,18,37,25.0289855072464,62.0289855072464
"7337",4988,7,19,19.8260869565217,10.0289855072464,29.8550724637681
"7712",4989,7,20,4.8695652173913,1.11594202898551,5.98550724637681
"8087",4990,7,21,0,0,0
"8462",4991,7,22,0,0,0
"8837",4992,7,23,0,0,0
"213",4993,7,0,0,0,0
"588",4994,7,1,0,0,0
"963",4995,7,2,0,0,0
"1338",4996,7,3,0,0,0
"1713",4997,7,4,0,0,0
"2088",4998,7,5,4.01449275362319,0.405797101449275,4.42028985507246
"2463",4999,7,6,17.7246376811594,7.28985507246377,25.0144927536232
"2838",5000,7,7,34.695652173913,24.6376811594203,59.3333333333333
"3213",5001,7,8,52.3623188405797,47.2463768115942,99.6086956521739
"3588",5002,7,9,68.2608695652174,72.4202898550725,140.68115942029
"3963",5003,7,10,85.7536231884058,86.695652173913,172.449275362319
"4338",5004,7,11,93.1449275362319,101.028985507246,194.173913043478
"4713",5005,7,12,96.3188405797101,105.217391304348,201.536231884058
"5088",5006,7,13,97.1739130434783,108.608695652174,205.782608695652
"5463",5007,7,14,91.9420289855072,104.869565217391,196.811594202899
"5838",5008,7,15,81.536231884058,93.536231884058,175.072463768116
"6213",5009,7,16,68.7246376811594,76.0289855072464,144.753623188406
"6588",5010,7,17,56.1739130434783,51.536231884058,107.710144927536
"6963",5011,7,18,38.3333333333333,29.3768115942029,67.7101449275362
"7338",5012,7,19,21.0289855072464,10.5507246376812,31.5797101449275
"7713",5013,7,20,5.46376811594203,0.855072463768116,6.31884057971014
"8088",5014,7,21,0,0,0
"8463",5015,7,22,0,0,0
"8838",5016,7,23,0,0,0
"214",5017,7,0,0,0,0
"589",5018,7,1,0,0,0
"964",5019,7,2,0,0,0
"1339",5020,7,3,0,0,0
"1714",5021,7,4,0,0,0
"2089",5022,7,5,3.97101449275362,0.72463768115942,4.69565217391304
"2464",5023,7,6,17.9130434782609,8.92753623188406,26.8405797101449
"2839",5024,7,7,35.5942028985507,25.0869565217391,60.6811594202899
"3214",5025,7,8,51.0869565217391,47.0144927536232,98.1014492753623
"3589",5026,7,9,66.6666666666667,70.6376811594203,137.304347826087
"3964",5027,7,10,82.3623188405797,85.4492753623188,167.811594202899
"4339",5028,7,11,88.0289855072464,93.768115942029,181.797101449275
"4714",5029,7,12,90.0144927536232,98.0579710144928,188.072463768116
"5089",5030,7,13,95.7826086956522,90.6521739130435,186.434782608696
"5464",5031,7,14,90.2173913043478,95.3623188405797,185.579710144928
"5839",5032,7,15,80.5797101449275,81.8405797101449,162.420289855072
"6214",5033,7,16,64.6521739130435,63.1594202898551,127.811594202899
"6589",5034,7,17,52.6086956521739,39.7971014492754,92.4057971014493
"6964",5035,7,18,38.6811594202899,24.0144927536232,62.695652173913
"7339",5036,7,19,19.5507246376812,8.42028985507246,27.9710144927536
"7714",5037,7,20,4.73913043478261,0.666666666666667,5.40579710144928
"8089",5038,7,21,0,0,0
"8464",5039,7,22,0,0,0
"8839",5040,7,23,0,0,0
"215",5041,7,0,0,0,0
"590",5042,7,1,0,0,0
"965",5043,7,2,0,0,0
"1340",5044,7,3,0,0,0
"1715",5045,7,4,0,0,0
"2090",5046,7,5,3.50724637681159,0.869565217391304,4.3768115942029
"2465",5047,7,6,18.4347826086957,9.84057971014493,28.2753623188406
"2840",5048,7,7,34.4927536231884,31.3188405797101,65.8115942028985
"3215",5049,7,8,50.9710144927536,59.4202898550725,110.391304347826
"3590",5050,7,9,62.2173913043478,78.7391304347826,140.95652173913
"3965",5051,7,10,72.2173913043478,97.1014492753623,169.31884057971
"4340",5052,7,11,87.1014492753623,114.521739130435,201.623188405797
"4715",5053,7,12,89.4057971014493,112.217391304348,201.623188405797
"5090",5054,7,13,91.5652173913043,110.63768115942,202.202898550725
"5465",5055,7,14,83.5217391304348,102.434782608696,185.95652173913
"5840",5056,7,15,77.768115942029,90.9855072463768,168.753623188406
"6215",5057,7,16,69.7536231884058,75.3333333333333,145.086956521739
"6590",5058,7,17,52.2898550724638,51.6666666666667,103.95652173913
"6965",5059,7,18,37.7826086956522,29.0869565217391,66.8695652173913
"7340",5060,7,19,19.2028985507246,10.0724637681159,29.2753623188406
"7715",5061,7,20,4.43478260869565,0.869565217391304,5.30434782608696
"8090",5062,7,21,0,0,0
"8465",5063,7,22,0,0,0
"8840",5064,7,23,0,0,0
"216",5065,7,0,0,0,0
"591",5066,7,1,0,0,0
"966",5067,7,2,0,0,0
"1341",5068,7,3,0,0,0
"1716",5069,7,4,0,0,0
"2091",5070,7,5,3.47826086956522,0.652173913043478,4.1304347826087
"2466",5071,7,6,17.6521739130435,9.55072463768116,27.2028985507246
"2841",5072,7,7,33.7246376811594,29.6086956521739,63.3333333333333
"3216",5073,7,8,47.0434782608696,57.8840579710145,104.927536231884
"3591",5074,7,9,61.6231884057971,82.6086956521739,144.231884057971
"3966",5075,7,10,74.5217391304348,106.724637681159,181.246376811594
"4341",5076,7,11,86.3382352941177,119.088235294118,205.426470588235
"4716",5077,7,12,95.8676470588235,115.205882352941,211.073529411765
"5091",5078,7,13,97.4057971014493,100.449275362319,197.855072463768
"5466",5079,7,14,98.4202898550725,94.7391304347826,193.159420289855
"5841",5080,7,15,86.463768115942,79.6086956521739,166.072463768116
"6216",5081,7,16,73.3768115942029,65.304347826087,138.68115942029
"6591",5082,7,17,56.8260869565217,46.5217391304348,103.347826086957
"6966",5083,7,18,39.0724637681159,25.2608695652174,64.3333333333333
"7341",5084,7,19,19.5652173913043,8.17391304347826,27.7391304347826
"7716",5085,7,20,4,0.550724637681159,4.55072463768116
"8091",5086,7,21,0,0,0
"8466",5087,7,22,0,0,0
"8841",5088,7,23,0,0,0
"217",5089,7,0,0,0,0
"218",5089,8,0,0,0,0
"592",5090,7,1,0,0,0
"593",5090,8,1,0,0,0
"967",5091,7,2,0,0,0
"968",5091,8,2,0,0,0
"1342",5092,7,3,0,0,0
"1343",5092,8,3,0,0,0
"1717",5093,7,4,0,0,0
"1718",5093,8,4,0,0,0
"2092",5094,7,5,2,0,2
"2093",5094,8,5,3.39705882352941,0.558823529411765,3.95588235294118
"2467",5095,7,6,21,0,21
"2468",5095,8,6,18.1911764705882,8.39705882352941,26.5882352941176
"2842",5096,7,7,40,0,40
"2843",5096,8,7,36.6764705882353,29.6176470588235,66.2941176470588
"3217",5097,7,8,60,0,60
"3218",5097,8,8,55.4705882352941,54.4852941176471,109.955882352941
"3592",5098,7,9,109,29,138
"3593",5098,8,9,70.25,80.7794117647059,151.029411764706
"3967",5099,7,10,69,0,69
"3968",5099,8,10,84.7313432835821,106.55223880597,191.283582089552
"4342",5100,7,11,120,0,120
"4343",5100,8,11,91.6567164179104,119.955223880597,211.611940298507
"4717",5101,7,12,119,1,120
"4718",5101,8,12,101.073529411765,121.352941176471,222.426470588235
"5092",5102,7,13,140,8,148
"5093",5102,8,13,97.2205882352941,121.176470588235,218.397058823529
"5467",5103,7,14,152,11,163
"5468",5103,8,14,90.4558823529412,103.397058823529,193.852941176471
"5842",5104,7,15,113,0,113
"5843",5104,8,15,84.9558823529412,93.9705882352941,178.926470588235
"6217",5105,7,16,87,0,87
"6218",5105,8,16,67.9558823529412,72.0882352941177,140.044117647059
"6592",5106,7,17,80,5,85
"6593",5106,8,17,55.7647058823529,52.8676470588235,108.632352941176
"6967",5107,7,18,42,51,93
"6968",5107,8,18,39.0882352941176,28.4705882352941,67.5588235294118
"7342",5108,7,19,17,29,46
"7343",5108,8,19,19.9117647058824,9.89705882352941,29.8088235294118
"7717",5109,7,20,4,3,7
"7718",5109,8,20,3.86764705882353,0.647058823529412,4.51470588235294
"8092",5110,7,21,0,0,0
"8093",5110,8,21,0,0,0
"8467",5111,7,22,0,0,0
"8468",5111,8,22,0,0,0
"8842",5112,7,23,0,0,0
"8843",5112,8,23,0,0,0
"219",5113,8,0,0,0,0
"594",5114,8,1,0,0,0
"969",5115,8,2,0,0,0
"1344",5116,8,3,0,0,0
"1719",5117,8,4,0,0,0
"2094",5118,8,5,3.01449275362319,0.449275362318841,3.46376811594203
"2469",5119,8,6,16.6376811594203,7.95652173913043,24.5942028985507
"2844",5120,8,7,33.9420289855072,24.1304347826087,58.0724637681159
"3219",5121,8,8,50.4347826086956,46.2753623188406,96.7101449275362
"3594",5122,8,9,67.1884057971015,72.3333333333333,139.521739130435
"3969",5123,8,10,81.231884057971,93.6231884057971,174.855072463768
"4344",5124,8,11,83.9710144927536,108.231884057971,192.202898550725
"4719",5125,8,12,94.3913043478261,111.927536231884,206.31884057971
"5094",5126,8,13,91.2898550724638,104.63768115942,195.927536231884
"5469",5127,8,14,86.0434782608696,106.202898550725,192.246376811594
"5844",5128,8,15,84.7101449275362,88.7101449275362,173.420289855072
"6219",5129,8,16,70.6811594202899,68.5072463768116,139.188405797101
"6594",5130,8,17,55.8840579710145,50.1014492753623,105.985507246377
"6969",5131,8,18,38.0869565217391,27.3623188405797,65.4492753623188
"7344",5132,8,19,19.2463768115942,9.02898550724638,28.2753623188406
"7719",5133,8,20,3.66666666666667,0.608695652173913,4.27536231884058
"8094",5134,8,21,0,0,0
"8469",5135,8,22,0,0,0
"8844",5136,8,23,0,0,0
"220",5137,8,0,0,0,0
"595",5138,8,1,0,0,0
"970",5139,8,2,0,0,0
"1345",5140,8,3,0,0,0
"1720",5141,8,4,0,0,0
"2095",5142,8,5,2.95652173913043,0.159420289855072,3.11594202898551
"2470",5143,8,6,16.3913043478261,6.47826086956522,22.8695652173913
"2845",5144,8,7,33.9855072463768,24.1014492753623,58.0869565217391
"3220",5145,8,8,50.8260869565217,46.1449275362319,96.9710144927536
"3595",5146,8,9,66.0434782608696,67.7971014492754,133.840579710145
"3970",5147,8,10,79.8550724637681,80.7536231884058,160.608695652174
"4345",5148,8,11,88.9565217391304,95.4347826086957,184.391304347826
"4720",5149,8,12,95.463768115942,98.4202898550725,193.884057971014
"5095",5150,8,13,90.463768115942,95.1884057971015,185.652173913043
"5470",5151,8,14,88.463768115942,88.0724637681159,176.536231884058
"5845",5152,8,15,83.6811594202899,68.6376811594203,152.31884057971
"6220",5153,8,16,73.4057971014493,54.5217391304348,127.927536231884
"6595",5154,8,17,52.7536231884058,32.7826086956522,85.536231884058
"6970",5155,8,18,34.6086956521739,19.5797101449275,54.1884057971015
"7345",5156,8,19,17.3382352941176,7.14705882352941,24.4852941176471
"7720",5157,8,20,3.55072463768116,0.420289855072464,3.97101449275362
"8095",5158,8,21,0,0,0
"8470",5159,8,22,0,0,0
"8845",5160,8,23,0,0,0
"221",5161,8,0,0,0,0
"596",5162,8,1,0,0,0
"971",5163,8,2,0,0,0
"1346",5164,8,3,0,0,0
"1721",5165,8,4,0,0,0
"2096",5166,8,5,2.79710144927536,0.246376811594203,3.04347826086957
"2471",5167,8,6,16.9855072463768,6.04347826086957,23.0289855072464
"2846",5168,8,7,34.2028985507246,21.5652173913043,55.768115942029
"3221",5169,8,8,52.304347826087,46.5797101449275,98.8840579710145
"3596",5170,8,9,68.9275362318841,70.8840579710145,139.811594202899
"3971",5171,8,10,83.695652173913,86.8115942028985,170.507246376812
"4346",5172,8,11,88.1884057971015,103.768115942029,191.95652173913
"4721",5173,8,12,94.463768115942,106.492753623188,200.95652173913
"5096",5174,8,13,94.0869565217391,97.7971014492754,191.884057971014
"5471",5175,8,14,88.5942028985507,98.0579710144928,186.652173913043
"5846",5176,8,15,79.7246376811594,81.2463768115942,160.971014492754
"6221",5177,8,16,63.304347826087,65.0289855072464,128.333333333333
"6596",5178,8,17,50.1739130434783,45.4492753623188,95.6231884057971
"6971",5179,8,18,34.4347826086956,27.463768115942,61.8985507246377
"7346",5180,8,19,17.7391304347826,7.97101449275362,25.7101449275362
"7721",5181,8,20,3.07246376811594,0.463768115942029,3.53623188405797
"8096",5182,8,21,0,0,0
"8471",5183,8,22,0,0,0
"8846",5184,8,23,0,0,0
"222",5185,8,0,0,0,0
"597",5186,8,1,0,0,0
"972",5187,8,2,0,0,0
"1347",5188,8,3,0,0,0
"1722",5189,8,4,0,0,0
"2097",5190,8,5,2.40579710144928,0.304347826086957,2.71014492753623
"2472",5191,8,6,15.6521739130435,6.59420289855072,22.2463768115942
"2847",5192,8,7,34.6231884057971,26,60.6231884057971
"3222",5193,8,8,51.4202898550725,49.7971014492754,101.217391304348
"3597",5194,8,9,67.2898550724638,72.6811594202899,139.971014492754
"3972",5195,8,10,77.1304347826087,92.7536231884058,169.884057971014
"4347",5196,8,11,88.463768115942,104.68115942029,193.144927536232
"4722",5197,8,12,90.1304347826087,105.768115942029,195.898550724638
"5097",5198,8,13,91.9855072463768,104,195.985507246377
"5472",5199,8,14,89.8405797101449,99.7101449275362,189.550724637681
"5847",5200,8,15,76.9855072463768,86.7391304347826,163.724637681159
"6222",5201,8,16,67.695652173913,66.9565217391304,134.652173913043
"6597",5202,8,17,50.9710144927536,45.8260869565217,96.7971014492754
"6972",5203,8,18,32.8840579710145,27.1594202898551,60.0434782608696
"7347",5204,8,19,16.9130434782609,8.81159420289855,25.7246376811594
"7722",5205,8,20,2.88405797101449,0.391304347826087,3.27536231884058
"8097",5206,8,21,0,0,0
"8472",5207,8,22,0,0,0
"8847",5208,8,23,0,0,0
"223",5209,8,0,0,0,0
"598",5210,8,1,0,0,0
"973",5211,8,2,0,0,0
"1348",5212,8,3,0,0,0
"1723",5213,8,4,0,0,0
"2098",5214,8,5,2.60869565217391,0.347826086956522,2.95652173913043
"2473",5215,8,6,16.1884057971014,7.46376811594203,23.6521739130435
"2848",5216,8,7,34.3188405797101,27.8115942028986,62.1304347826087
"3223",5217,8,8,51.4492753623188,56.7971014492754,108.246376811594
"3598",5218,8,9,66.8985507246377,83.0434782608696,149.942028985507
"3973",5219,8,10,79.5652173913043,105.927536231884,185.492753623188
"4348",5220,8,11,89.0144927536232,116.811594202899,205.826086956522
"4723",5221,8,12,94.0144927536232,118.057971014493,212.072463768116
"5098",5222,8,13,95.4492753623188,123.927536231884,219.376811594203
"5473",5223,8,14,89.2647058823529,110.338235294118,199.602941176471
"5848",5224,8,15,81.6086956521739,93.4492753623188,175.057971014493
"6223",5225,8,16,68.0869565217391,70.0144927536232,138.101449275362
"6598",5226,8,17,54.0579710144928,49.0869565217391,103.144927536232
"6973",5227,8,18,36.4202898550725,28.4492753623188,64.8695652173913
"7348",5228,8,19,17.6521739130435,8.05797101449275,25.7101449275362
"7723",5229,8,20,2.7536231884058,0.434782608695652,3.18840579710145
"8098",5230,8,21,0,0,0
"8473",5231,8,22,0,0,0
"8848",5232,8,23,0,0,0
"224",5233,8,0,0,0,0
"599",5234,8,1,0,0,0
"974",5235,8,2,0,0,0
"1349",5236,8,3,0,0,0
"1724",5237,8,4,0,0,0
"2099",5238,8,5,1.63768115942029,0.202898550724638,1.84057971014493
"2474",5239,8,6,14.6231884057971,5.8695652173913,20.4927536231884
"2849",5240,8,7,31.4347826086957,22.4057971014493,53.8405797101449
"3224",5241,8,8,51.5507246376812,42.0289855072464,93.5797101449275
"3599",5242,8,9,65.231884057971,64.6666666666667,129.898550724638
"3974",5243,8,10,79.695652173913,83.4202898550725,163.115942028986
"4349",5244,8,11,86.6376811594203,92.4057971014493,179.04347826087
"4724",5245,8,12,93.0289855072464,94.7101449275362,187.739130434783
"5099",5246,8,13,95.7391304347826,98.6811594202899,194.420289855072
"5474",5247,8,14,93.768115942029,92.2028985507246,185.971014492754
"5849",5248,8,15,82.2028985507246,75.8985507246377,158.101449275362
"6224",5249,8,16,70.8550724637681,60.1739130434783,131.028985507246
"6599",5250,8,17,55.1594202898551,37.3333333333333,92.4927536231884
"6974",5251,8,18,35.1884057971015,17.3913043478261,52.5797101449275
"7349",5252,8,19,16.1014492753623,5.72463768115942,21.8260869565217
"7724",5253,8,20,1.72463768115942,0.217391304347826,1.94202898550725
"8099",5254,8,21,0,0,0
"8474",5255,8,22,0,0,0
"8849",5256,8,23,0,0,0
"225",5257,8,0,0,0,0
"600",5258,8,1,0,0,0
"975",5259,8,2,0,0,0
"1350",5260,8,3,0,0,0
"1725",5261,8,4,0,0,0
"2100",5262,8,5,1.46376811594203,0.173913043478261,1.63768115942029
"2475",5263,8,6,14.3188405797101,5.08695652173913,19.4057971014493
"2850",5264,8,7,33.1739130434783,18.0144927536232,51.1884057971015
"3225",5265,8,8,53.3913043478261,39.7536231884058,93.1449275362319
"3600",5266,8,9,72.6231884057971,61.8695652173913,134.492753623188
"3975",5267,8,10,88.2173913043478,79.6376811594203,167.855072463768
"4350",5268,8,11,93.9710144927536,91.2898550724638,185.260869565217
"4725",5269,8,12,95.1739130434783,93.2753623188406,188.449275362319
"5100",5270,8,13,92.4492753623188,95.8260869565217,188.275362318841
"5475",5271,8,14,91.4347826086957,88.4927536231884,179.927536231884
"5850",5272,8,15,80.5507246376812,73.3188405797101,153.869565217391
"6225",5273,8,16,65.8405797101449,56.7971014492754,122.63768115942
"6600",5274,8,17,49.3913043478261,38.5217391304348,87.9130434782609
"6975",5275,8,18,31.8985507246377,20.4927536231884,52.3913043478261
"7350",5276,8,19,14.9710144927536,5.20289855072464,20.1739130434783
"7725",5277,8,20,1.79710144927536,0.202898550724638,2
"8100",5278,8,21,0,0,0
"8475",5279,8,22,0,0,0
"8850",5280,8,23,0,0,0
"226",5281,8,0,0,0,0
"601",5282,8,1,0,0,0
"976",5283,8,2,0,0,0
"1351",5284,8,3,0,0,0
"1726",5285,8,4,0,0,0
"2101",5286,8,5,1.44927536231884,0.101449275362319,1.55072463768116
"2476",5287,8,6,15.3188405797101,5.81159420289855,21.1304347826087
"2851",5288,8,7,32.5072463768116,22.4057971014493,54.9130434782609
"3226",5289,8,8,50.4202898550725,47.695652173913,98.1159420289855
"3601",5290,8,9,62.0434782608696,77.6376811594203,139.68115942029
"3976",5291,8,10,76.8260869565217,92.2898550724638,169.115942028986
"4351",5292,8,11,90.1739130434783,101.579710144928,191.753623188406
"4726",5293,8,12,95.8235294117647,110.308823529412,206.132352941176
"5101",5294,8,13,96.9420289855072,93.9710144927536,190.913043478261
"5476",5295,8,14,93.5797101449275,97.1159420289855,190.695652173913
"5851",5296,8,15,79.1014492753623,86.304347826087,165.405797101449
"6226",5297,8,16,65.5072463768116,68.3768115942029,133.884057971014
"6601",5298,8,17,50.8115942028985,47.8840579710145,98.695652173913
"6976",5299,8,18,34.5217391304348,25.1884057971014,59.7101449275362
"7351",5300,8,19,15.5072463768116,6.66666666666667,22.1739130434783
"7726",5301,8,20,1.47826086956522,0.144927536231884,1.6231884057971
"8101",5302,8,21,0,0,0
"8476",5303,8,22,0,0,0
"8851",5304,8,23,0,0,0
"227",5305,8,0,0,0,0
"602",5306,8,1,0,0,0
"977",5307,8,2,0,0,0
"1352",5308,8,3,0,0,0
"1727",5309,8,4,0,0,0
"2102",5310,8,5,1.33333333333333,0.144927536231884,1.47826086956522
"2477",5311,8,6,13.8985507246377,4.52173913043478,18.4202898550725
"2852",5312,8,7,31.2028985507246,18.9710144927536,50.1739130434783
"3227",5313,8,8,47.4782608695652,38.0144927536232,85.4927536231884
"3602",5314,8,9,67.231884057971,60.2753623188406,127.507246376812
"3977",5315,8,10,81.6231884057971,80.6666666666667,162.289855072464
"4352",5316,8,11,91.1159420289855,84.768115942029,175.884057971014
"4727",5317,8,12,93.8985507246377,98.9420289855072,192.840579710145
"5102",5318,8,13,91.1739130434783,99.1449275362319,190.31884057971
"5477",5319,8,14,80.8405797101449,91.4927536231884,172.333333333333
"5852",5320,8,15,70.2898550724638,79.8405797101449,150.130434782609
"6227",5321,8,16,61.4202898550725,63.536231884058,124.95652173913
"6602",5322,8,17,46.9565217391304,44.2463768115942,91.2028985507246
"6977",5323,8,18,30.8405797101449,21.9710144927536,52.8115942028985
"7352",5324,8,19,14.6231884057971,5.82608695652174,20.4492753623188
"7727",5325,8,20,1.46376811594203,0.159420289855072,1.6231884057971
"8102",5326,8,21,0,0,0
"8477",5327,8,22,0,0,0
"8852",5328,8,23,0,0,0
"228",5329,8,0,0,0,0
"603",5330,8,1,0,0,0
"978",5331,8,2,0,0,0
"1353",5332,8,3,0,0,0
"1728",5333,8,4,0,0,0
"2103",5334,8,5,1.04347826086957,0.130434782608696,1.17391304347826
"2478",5335,8,6,13.3333333333333,4.15942028985507,17.4927536231884
"2853",5336,8,7,31.7826086956522,18.9710144927536,50.7536231884058
"3228",5337,8,8,49.4202898550725,38.7246376811594,88.1449275362319
"3603",5338,8,9,64.6666666666667,61.3478260869565,126.014492753623
"3978",5339,8,10,74.9855072463768,71.6086956521739,146.594202898551
"4353",5340,8,11,83.6086956521739,88.5072463768116,172.115942028986
"4728",5341,8,12,85.2028985507246,94.6231884057971,179.826086956522
"5103",5342,8,13,90.1014492753623,82.5942028985507,172.695652173913
"5478",5343,8,14,85.6086956521739,75.0869565217391,160.695652173913
"5853",5344,8,15,77.3478260869565,69.8260869565217,147.173913043478
"6228",5345,8,16,63.4927536231884,54.463768115942,117.95652173913
"6603",5346,8,17,49.8985507246377,37.8695652173913,87.768115942029
"6978",5347,8,18,32.1014492753623,17.9855072463768,50.0869565217391
"7353",5348,8,19,14.463768115942,4.3768115942029,18.8405797101449
"7728",5349,8,20,1.53623188405797,0.0869565217391304,1.6231884057971
"8103",5350,8,21,0,0,0
"8478",5351,8,22,0,0,0
"8853",5352,8,23,0,0,0
"229",5353,8,0,0,0,0
"604",5354,8,1,0,0,0
"979",5355,8,2,0,0,0
"1354",5356,8,3,0,0,0
"1729",5357,8,4,0,0,0
"2104",5358,8,5,0.797101449275362,0.0579710144927536,0.855072463768116
"2479",5359,8,6,13.5507246376812,4.33333333333333,17.8840579710145
"2854",5360,8,7,32.0579710144928,19.0579710144928,51.1159420289855
"3229",5361,8,8,48.6376811594203,42.5942028985507,91.231884057971
"3604",5362,8,9,63.3333333333333,68.7391304347826,132.072463768116
"3979",5363,8,10,71.6086956521739,91.2173913043478,162.826086956522
"4354",5364,8,11,82.3478260869565,103.753623188406,186.101449275362
"4729",5365,8,12,84.5072463768116,108.449275362319,192.95652173913
"5104",5366,8,13,87.695652173913,100.173913043478,187.869565217391
"5479",5367,8,14,84.0724637681159,89.7971014492754,173.869565217391
"5854",5368,8,15,79.9565217391304,72.7246376811594,152.68115942029
"6229",5369,8,16,65,54.2753623188406,119.275362318841
"6604",5370,8,17,49.4202898550725,39.5797101449275,89
"6979",5371,8,18,30.2753623188406,20.7971014492754,51.0724637681159
"7354",5372,8,19,13.5652173913043,5.01449275362319,18.5797101449275
"7729",5373,8,20,1.27536231884058,0.0869565217391304,1.36231884057971
"8104",5374,8,21,0,0,0
"8479",5375,8,22,0,0,0
"8854",5376,8,23,0,0,0
"230",5377,8,0,0,0,0
"605",5378,8,1,0,0,0
"980",5379,8,2,0,0,0
"1355",5380,8,3,0,0,0
"1730",5381,8,4,0,0,0
"2105",5382,8,5,0.884057971014493,0.0869565217391304,0.971014492753623
"2480",5383,8,6,12.7391304347826,4.69565217391304,17.4347826086957
"2855",5384,8,7,29.8695652173913,20.8840579710145,50.7536231884058
"3230",5385,8,8,47.5507246376812,43.4202898550725,90.9710144927536
"3605",5386,8,9,60.2898550724638,67.5797101449275,127.869565217391
"3980",5387,8,10,72.3188405797101,89.2463768115942,161.565217391304
"4355",5388,8,11,81.8985507246377,105.159420289855,187.057971014493
"4730",5389,8,12,87.6376811594203,96.6086956521739,184.246376811594
"5105",5390,8,13,95.2173913043478,88.0724637681159,183.289855072464
"5480",5391,8,14,87.3333333333333,80.1884057971015,167.521739130435
"5855",5392,8,15,77.5217391304348,77.3188405797101,154.840579710145
"6230",5393,8,16,66.7391304347826,61.5652173913044,128.304347826087
"6605",5394,8,17,48.5072463768116,36.6376811594203,85.1449275362319
"6980",5395,8,18,31.536231884058,20.1739130434783,51.7101449275362
"7355",5396,8,19,12.8840579710145,5.59420289855072,18.4782608695652
"7730",5397,8,20,0.956521739130435,0.072463768115942,1.02898550724638
"8105",5398,8,21,0,0,0
"8480",5399,8,22,0,0,0
"8855",5400,8,23,0,0,0
"231",5401,8,0,0,0,0
"606",5402,8,1,0,0,0
"981",5403,8,2,0,0,0
"1356",5404,8,3,0,0,0
"1731",5405,8,4,0,0,0
"2106",5406,8,5,0.63768115942029,0.0579710144927536,0.695652173913043
"2481",5407,8,6,12.2173913043478,3.91304347826087,16.1304347826087
"2856",5408,8,7,29.3333333333333,19.3768115942029,48.7101449275362
"3231",5409,8,8,45.4202898550725,43,88.4202898550725
"3606",5410,8,9,60.5072463768116,66.2463768115942,126.753623188406
