"","HOUR_IN_YEAR","MONTH","HOUR_IN_DAY","DIFFUSED","DIRECT","GLOBAL"
"6822",1699,3,18,4.77142857142857,1.14285714285714,5.91428571428571
"7197",1700,3,19,0,0,0
"7572",1701,3,20,0,0,0
"7947",1702,3,21,0,0,0
"8322",1703,3,22,0,0,0
"8697",1704,3,23,0,0,0
"73",1705,3,0,0,0,0
"448",1706,3,1,0,0,0
"823",1707,3,2,0,0,0
"1198",1708,3,3,0,0,0
"1573",1709,3,4,0,0,0
"1948",1710,3,5,0,0,0
"2323",1711,3,6,0,0,0
"2698",1712,3,7,3.25714285714286,0.728571428571429,3.98571428571429
"3073",1713,3,8,16.6857142857143,8.35714285714286,25.0428571428571
"3448",1714,3,9,31.7714285714286,22.3571428571429,54.1285714285714
"3823",1715,3,10,45.3571428571429,36.5857142857143,81.9428571428571
"4198",1716,3,11,57.4571428571429,43.2857142857143,100.742857142857
"4573",1717,3,12,67.0714285714286,46.4571428571429,113.528571428571
"4948",1718,3,13,63.0571428571429,47.7714285714286,110.828571428571
"5323",1719,3,14,57.8428571428571,44.1571428571429,102
"5698",1720,3,15,44.8428571428571,39.9571428571429,84.8
"6073",1721,3,16,33.8142857142857,25.0714285714286,58.8857142857143
"6448",1722,3,17,18.6428571428571,9.58571428571429,28.2285714285714
"6823",1723,3,18,4.71428571428571,0.857142857142857,5.57142857142857
"7198",1724,3,19,0,0,0
"7573",1725,3,20,0,0,0
"7948",1726,3,21,0,0,0
"8323",1727,3,22,0,0,0
"8698",1728,3,23,0,0,0
"74",1729,3,0,0,0,0
"449",1730,3,1,0,0,0
"824",1731,3,2,0,0,0
"1199",1732,3,3,0,0,0
"1574",1733,3,4,0,0,0
"1949",1734,3,5,0,0,0
"2324",1735,3,6,0,0,0
"2699",1736,3,7,3.67142857142857,0.7,4.37142857142857
"3074",1737,3,8,19.6,6.6,26.2
"3449",1738,3,9,35.9857142857143,17.5428571428571,53.5285714285714
"3824",1739,3,10,53.6714285714286,30.6285714285714,84.3
"4199",1740,3,11,63.0571428571429,40.4142857142857,103.471428571429
"4574",1741,3,12,66.7285714285714,47.3571428571429,114.085714285714
"4949",1742,3,13,66.9714285714286,46.9428571428571,113.914285714286
"5324",1743,3,14,61.2,43.0285714285714,104.228571428571
"5699",1744,3,15,51.2463768115942,32.0869565217391,83.3333333333333
"6074",1745,3,16,38.2173913043478,20.6811594202899,58.8985507246377
"6449",1746,3,17,20.9285714285714,8.5,29.4285714285714
"6824",1747,3,18,5.04285714285714,0.942857142857143,5.98571428571429
"7199",1748,3,19,0,0,0
"7574",1749,3,20,0,0,0
"7949",1750,3,21,0,0,0
"8324",1751,3,22,0,0,0
"8699",1752,3,23,0,0,0
"75",1753,3,0,0,0,0
"450",1754,3,1,0,0,0
"825",1755,3,2,0,0,0
"1200",1756,3,3,0,0,0
"1575",1757,3,4,0,0,0
"1950",1758,3,5,0,0,0
"2325",1759,3,6,0,0,0
"2700",1760,3,7,3.95714285714286,0.642857142857143,4.6
"3075",1761,3,8,19.7142857142857,6.54285714285714,26.2571428571429
"3450",1762,3,9,36.1571428571429,17.6,53.7571428571429
"3825",1763,3,10,52.4428571428571,29.5285714285714,81.9714285714286
"4200",1764,3,11,62.2857142857143,41.5714285714286,103.857142857143
"4575",1765,3,12,62.5,48.6285714285714,111.128571428571
"4950",1766,3,13,62.8714285714286,50.8285714285714,113.7
"5325",1767,3,14,59.8,48.4428571428571,108.242857142857
"5700",1768,3,15,50.0869565217391,36.9420289855072,87.0289855072464
"6075",1769,3,16,36.1594202898551,23.3188405797101,59.4782608695652
"6450",1770,3,17,20.9275362318841,10.2463768115942,31.1739130434783
"6825",1771,3,18,6.01449275362319,1.18840579710145,7.20289855072464
"7200",1772,3,19,0,0,0
"7575",1773,3,20,0,0,0
"7950",1774,3,21,0,0,0
"8325",1775,3,22,0,0,0
"8700",1776,3,23,0,0,0
"76",1777,3,0,0,0,0
"451",1778,3,1,0,0,0
"826",1779,3,2,0,0,0
"1201",1780,3,3,0,0,0
"1576",1781,3,4,0,0,0
"1951",1782,3,5,0,0,0
"2326",1783,3,6,0,0,0
"2701",1784,3,7,4.43478260869565,0.681159420289855,5.11594202898551
"3076",1785,3,8,20.2898550724638,7.18840579710145,27.4782608695652
"3451",1786,3,9,39,17.7971014492754,56.7971014492754
"3826",1787,3,10,52.6029411764706,33.3970588235294,86
"4201",1788,3,11,62.4705882352941,41.2352941176471,103.705882352941
"4576",1789,3,12,65.7205882352941,48.1911764705882,113.911764705882
"4951",1790,3,13,65.7647058823529,45.9264705882353,111.691176470588
"5326",1791,3,14,57.4057971014493,38.0869565217391,95.4927536231884
"5701",1792,3,15,48.6376811594203,30.9130434782609,79.5507246376812
"6076",1793,3,16,37.7285714285714,17.0142857142857,54.7428571428571
"6451",1794,3,17,21.0714285714286,6.6,27.6714285714286
"6826",1795,3,18,5.85714285714286,0.757142857142857,6.61428571428571
"7201",1796,3,19,0,0,0
"7576",1797,3,20,0,0,0
"7951",1798,3,21,0,0,0
"8326",1799,3,22,0,0,0
"8701",1800,3,23,0,0,0
"77",1801,3,0,0,0,0
"452",1802,3,1,0,0,0
"827",1803,3,2,0,0,0
"1202",1804,3,3,0,0,0
"1577",1805,3,4,0,0,0
"1952",1806,3,5,0,0,0
"2327",1807,3,6,0,0,0
"2702",1808,3,7,4.6,0.757142857142857,5.35714285714286
"3077",1809,3,8,19.6285714285714,7.54285714285714,27.1714285714286
"3452",1810,3,9,35.7714285714286,20.1571428571429,55.9285714285714
"3827",1811,3,10,45.6714285714286,29.4714285714286,75.1428571428571
"4202",1812,3,11,57.6285714285714,39.2857142857143,96.9142857142857
"4577",1813,3,12,65.2142857142857,43.3,108.514285714286
"4952",1814,3,13,59.1594202898551,46.1884057971015,105.347826086957
"5327",1815,3,14,56.3714285714286,42.9142857142857,99.2857142857143
"5702",1816,3,15,47.8,29.2142857142857,77.0142857142857
"6077",1817,3,16,36.0142857142857,19.6714285714286,55.6857142857143
"6452",1818,3,17,21.3285714285714,8.05714285714286,29.3857142857143
"6827",1819,3,18,6.31428571428571,1.02857142857143,7.34285714285714
"7202",1820,3,19,0,0,0
"7577",1821,3,20,0,0,0
"7952",1822,3,21,0,0,0
"8327",1823,3,22,0,0,0
"8702",1824,3,23,0,0,0
"78",1825,3,0,0,0,0
"453",1826,3,1,0,0,0
"828",1827,3,2,0,0,0
"1203",1828,3,3,0,0,0
"1578",1829,3,4,0,0,0
"1953",1830,3,5,0,0,0
"2328",1831,3,6,0,0,0
"2703",1832,3,7,4.82857142857143,1.2,6.02857142857143
"3078",1833,3,8,17.9142857142857,9.84285714285714,27.7571428571429
"3453",1834,3,9,32.4714285714286,24.0428571428571,56.5142857142857
"3828",1835,3,10,44.0857142857143,38.6285714285714,82.7142857142857
"4203",1836,3,11,52.1428571428571,54.2142857142857,106.357142857143
"4578",1837,3,12,59.6714285714286,61.6571428571429,121.328571428571
"4953",1838,3,13,61,58.7285714285714,119.728571428571
"5328",1839,3,14,55.5714285714286,51.7142857142857,107.285714285714
"5703",1840,3,15,46.5,42.6285714285714,89.1285714285714
"6078",1841,3,16,35.8857142857143,26.0571428571429,61.9428571428571
"6453",1842,3,17,23.1,12.4714285714286,35.5714285714286
"6828",1843,3,18,7.5,2.15714285714286,9.65714285714286
"7203",1844,3,19,0,0,0
"7578",1845,3,20,0,0,0
"7953",1846,3,21,0,0,0
"8328",1847,3,22,0,0,0
"8703",1848,3,23,0,0,0
"79",1849,3,0,0,0,0
"454",1850,3,1,0,0,0
"829",1851,3,2,0,0,0
"1204",1852,3,3,0,0,0
"1579",1853,3,4,0,0,0
"1954",1854,3,5,0,0,0
"2329",1855,3,6,0,0,0
"2704",1856,3,7,5.98571428571429,1.32857142857143,7.31428571428571
"3079",1857,3,8,21.9571428571429,11.8,33.7571428571429
"3454",1858,3,9,38.1571428571429,27.5285714285714,65.6857142857143
"3829",1859,3,10,53.9571428571429,42.4714285714286,96.4285714285714
"4204",1860,3,11,60.2714285714286,53.9,114.171428571429
"4579",1861,3,12,65.7285714285714,60.5285714285714,126.257142857143
"4954",1862,3,13,64.7428571428571,63.0142857142857,127.757142857143
"5329",1863,3,14,59.3,53.5571428571429,112.857142857143
"5704",1864,3,15,48.0142857142857,44.3142857142857,92.3285714285714
"6079",1865,3,16,35.5,30.4571428571429,65.9571428571429
"6454",1866,3,17,21.9857142857143,15.4142857142857,37.4
"6829",1867,3,18,7.34285714285714,2.22857142857143,9.57142857142857
"7204",1868,3,19,0,0,0
"7579",1869,3,20,0,0,0
"7954",1870,3,21,0,0,0
"8329",1871,3,22,0,0,0
"8704",1872,3,23,0,0,0
"80",1873,3,0,0,0,0
"455",1874,3,1,0,0,0
"830",1875,3,2,0,0,0
"1205",1876,3,3,0,0,0
"1580",1877,3,4,0,0,0
"1955",1878,3,5,0,0,0
"2330",1879,3,6,0,0,0
"2705",1880,3,7,6.84285714285714,2.32857142857143,9.17142857142857
"3080",1881,3,8,23.1714285714286,14.5428571428571,37.7142857142857
"3455",1882,3,9,40.3142857142857,31.7428571428571,72.0571428571429
"3830",1883,3,10,52.5142857142857,49.3714285714286,101.885714285714
"4205",1884,3,11,65.1014492753623,56.9275362318841,122.028985507246
"4580",1885,3,12,72.1142857142857,65.6285714285714,137.742857142857
"4955",1886,3,13,68.3571428571429,66.5285714285714,134.885714285714
"5330",1887,3,14,65.3285714285714,60.7,126.028571428571
"5705",1888,3,15,53.4571428571429,53.7,107.157142857143
"6080",1889,3,16,41.5428571428571,37.3285714285714,78.8714285714286
"6455",1890,3,17,25.4428571428571,15.7428571428571,41.1857142857143
"6830",1891,3,18,9.05714285714286,2.48571428571429,11.5428571428571
"7205",1892,3,19,0,0,0
"7580",1893,3,20,0,0,0
"7955",1894,3,21,0,0,0
"8330",1895,3,22,0,0,0
"8705",1896,3,23,0,0,0
"81",1897,3,0,0,0,0
"456",1898,3,1,0,0,0
"831",1899,3,2,0,0,0
"1206",1900,3,3,0,0,0
"1581",1901,3,4,0,0,0
"1956",1902,3,5,0,0,0
"2331",1903,3,6,0.028169014084507,0.0140845070422535,0.0422535211267606
"2706",1904,3,7,7.95714285714286,1.97142857142857,9.92857142857143
"3081",1905,3,8,23.5857142857143,12.7857142857143,36.3714285714286
"3456",1906,3,9,40.5285714285714,28.0142857142857,68.5428571428571
"3831",1907,3,10,55.5285714285714,41,96.5285714285714
"4206",1908,3,11,68.2428571428571,50.2857142857143,118.528571428571
"4581",1909,3,12,70.1714285714286,58.5428571428571,128.714285714286
"4956",1910,3,13,68.6714285714286,57.5142857142857,126.185714285714
"5331",1911,3,14,61.9,53.0142857142857,114.914285714286
"5706",1912,3,15,52.5,46.2714285714286,98.7714285714286
"6081",1913,3,16,38.3428571428571,27.1857142857143,65.5285714285714
"6456",1914,3,17,23.4428571428571,12.1571428571429,35.6
"6831",1915,3,18,8.84285714285714,2.05714285714286,10.9
"7206",1916,3,19,0.0140845070422535,0,0.0140845070422535
"7581",1917,3,20,0,0,0
"7956",1918,3,21,0,0,0
"8331",1919,3,22,0,0,0
"8706",1920,3,23,0,0,0
"82",1921,3,0,0,0,0
"457",1922,3,1,0,0,0
"832",1923,3,2,0,0,0
"1207",1924,3,3,0,0,0
"1582",1925,3,4,0,0,0
"1957",1926,3,5,0,0,0
"2332",1927,3,6,0.0422535211267606,0.0140845070422535,0.0563380281690141
"2707",1928,3,7,8.58571428571429,2.04285714285714,10.6285714285714
"3082",1929,3,8,25.8,16.4857142857143,42.2857142857143
"3457",1930,3,9,42.2857142857143,38.3,80.5857142857143
"3832",1931,3,10,56.1285714285714,56.3285714285714,112.457142857143
"4207",1932,3,11,64.6714285714286,68.5714285714286,133.242857142857
"4582",1933,3,12,66.2142857142857,64.0857142857143,130.3
"4957",1934,3,13,68.1571428571429,66.2714285714286,134.428571428571
"5332",1935,3,14,62.8571428571429,63.2285714285714,126.085714285714
"5707",1936,3,15,55.4142857142857,50.3857142857143,105.8
"6082",1937,3,16,40.9714285714286,31.8,72.7714285714286
"6457",1938,3,17,25.9714285714286,16.0571428571429,42.0285714285714
"6832",1939,3,18,9.88571428571429,2.85714285714286,12.7428571428571
"7207",1940,3,19,0,0,0
"7582",1941,3,20,0,0,0
"7957",1942,3,21,0,0,0
"8332",1943,3,22,0,0,0
"8707",1944,3,23,0,0,0
"83",1945,3,0,0,0,0
"458",1946,3,1,0,0,0
"833",1947,3,2,0,0,0
"1208",1948,3,3,0,0,0
"1583",1949,3,4,0,0,0
"1958",1950,3,5,0,0,0
"2333",1951,3,6,0.0563380281690141,0,0.0563380281690141
"2708",1952,3,7,9.02857142857143,2.42857142857143,11.4571428571429
"3083",1953,3,8,26.1571428571429,15.8857142857143,42.0428571428571
"3458",1954,3,9,42.1428571428571,33.5142857142857,75.6571428571429
"3833",1955,3,10,56.0428571428571,49.5,105.542857142857
"4208",1956,3,11,63.0571428571429,59.8285714285714,122.885714285714
"4583",1957,3,12,68.3714285714286,69.2142857142857,137.585714285714
"4958",1958,3,13,68.7571428571429,68.7714285714286,137.528571428571
"5333",1959,3,14,62.2857142857143,59.0714285714286,121.357142857143
"5708",1960,3,15,52.7571428571429,51.5571428571429,104.314285714286
"6083",1961,3,16,40.6,36.8714285714286,77.4714285714286
"6458",1962,3,17,26.2857142857143,15.8,42.0857142857143
"6833",1963,3,18,10.1142857142857,3,13.1142857142857
"7208",1964,3,19,0.028169014084507,0.028169014084507,0.0563380281690141
"7583",1965,3,20,0,0,0
"7958",1966,3,21,0,0,0
"8333",1967,3,22,0,0,0
"8708",1968,3,23,0,0,0
"84",1969,3,0,0,0,0
"459",1970,3,1,0,0,0
"834",1971,3,2,0,0,0
"1209",1972,3,3,0,0,0
"1584",1973,3,4,0,0,0
"1959",1974,3,5,0,0,0
"2334",1975,3,6,0.0845070422535211,0,0.0845070422535211
"2709",1976,3,7,9.47142857142857,2.11428571428571,11.5857142857143
"3084",1977,3,8,26.7,14.6571428571429,41.3571428571429
"3459",1978,3,9,43.9142857142857,33.0285714285714,76.9428571428571
"3834",1979,3,10,59.9142857142857,51.1285714285714,111.042857142857
"4209",1980,3,11,67.5142857142857,62.2,129.714285714286
"4584",1981,3,12,71.0285714285714,66.5,137.528571428571
"4959",1982,3,13,70.3142857142857,70.4428571428571,140.757142857143
"5334",1983,3,14,67.8142857142857,60.1857142857143,128
"5709",1984,3,15,59.0285714285714,46.9,105.928571428571
"6084",1985,3,16,44.1,31,75.1
"6459",1986,3,17,28.4285714285714,16.2714285714286,44.7
"6834",1987,3,18,10.5714285714286,3.44285714285714,14.0142857142857
"7209",1988,3,19,0,0.028169014084507,0.028169014084507
"7584",1989,3,20,0,0,0
"7959",1990,3,21,0,0,0
"8334",1991,3,22,0,0,0
"8709",1992,3,23,0,0,0
"85",1993,3,0,0,0,0
"460",1994,3,1,0,0,0
"835",1995,3,2,0,0,0
"1210",1996,3,3,0,0,0
"1585",1997,3,4,0,0,0
"1960",1998,3,5,0,0,0
"2335",1999,3,6,0.0985915492957746,0,0.0985915492957746
"2710",2000,3,7,9.22857142857143,2.47142857142857,11.7
"3085",2001,3,8,25.4428571428571,14.9571428571429,40.4
"3460",2002,3,9,43.7285714285714,31.2571428571429,74.9857142857143
"3835",2003,3,10,57.5428571428571,50.3857142857143,107.928571428571
"4210",2004,3,11,66.7571428571429,62.6285714285714,129.385714285714
"4585",2005,3,12,70.5142857142857,69.3571428571429,139.871428571429
"4960",2006,3,13,71.5285714285714,67.9,139.428571428571
"5335",2007,3,14,67.4428571428571,63.5142857142857,130.957142857143
"5710",2008,3,15,57.5142857142857,53.7428571428571,111.257142857143
"6085",2009,3,16,44.0142857142857,36.4571428571429,80.4714285714286
"6460",2010,3,17,27.4142857142857,16.4714285714286,43.8857142857143
"6835",2011,3,18,11.5714285714286,3.22857142857143,14.8
"7210",2012,3,19,0.0563380281690141,0.0140845070422535,0.0704225352112676
"7585",2013,3,20,0,0,0
"7960",2014,3,21,0,0,0
"8335",2015,3,22,0,0,0
"8710",2016,3,23,0,0,0
"86",2017,3,0,0,0,0
"461",2018,3,1,0,0,0
"836",2019,3,2,0,0,0
"1211",2020,3,3,0,0,0
"1586",2021,3,4,0,0,0
"1961",2022,3,5,0,0,0
"2336",2023,3,6,0.0563380281690141,0.0140845070422535,0.0704225352112676
"2711",2024,3,7,10,2.31428571428571,12.3142857142857
"3086",2025,3,8,25.7285714285714,14.1714285714286,39.9
"3461",2026,3,9,40.6285714285714,28.4,69.0285714285714
"3836",2027,3,10,53.3571428571429,48.0428571428571,101.4
"4211",2028,3,11,64.1571428571429,62.1714285714286,126.328571428571
"4586",2029,3,12,68.0714285714286,67.9571428571429,136.028571428571
"4961",2030,3,13,70.1714285714286,64.6,134.771428571429
"5336",2031,3,14,67.2428571428571,61.6571428571429,128.9
"5711",2032,3,15,55.3714285714286,46.0714285714286,101.442857142857
"6086",2033,3,16,42.0571428571429,28.9,70.9571428571429
"6461",2034,3,17,28.6,13.1571428571429,41.7571428571429
"6836",2035,3,18,11.9428571428571,2.84285714285714,14.7857142857143
"7211",2036,3,19,0.0845070422535211,0,0.0845070422535211
"7586",2037,3,20,0,0,0
"7961",2038,3,21,0,0,0
"8336",2039,3,22,0,0,0
"8711",2040,3,23,0,0,0
"87",2041,3,0,0,0,0
"462",2042,3,1,0,0,0
"837",2043,3,2,0,0,0
"1212",2044,3,3,0,0,0
"1587",2045,3,4,0,0,0
"1962",2046,3,5,0,0,0
"2337",2047,3,6,0.0857142857142857,0.0142857142857143,0.1
"2712",2048,3,7,10.7714285714286,2.58571428571429,13.3571428571429
"3087",2049,3,8,29.5142857142857,14.6142857142857,44.1285714285714
"3462",2050,3,9,49.0428571428571,30.5142857142857,79.5571428571429
"3837",2051,3,10,62.4714285714286,48.6285714285714,111.1
"4212",2052,3,11,74.5857142857143,58.0714285714286,132.657142857143
"4587",2053,3,12,78,63.3857142857143,141.385714285714
"4962",2054,3,13,75.3142857142857,63.8285714285714,139.142857142857
"5337",2055,3,14,68.8714285714286,55.5428571428571,124.414285714286
"5712",2056,3,15,56.0571428571429,46.2,102.257142857143
"6087",2057,3,16,45.6571428571429,33.6,79.2571428571429
"6462",2058,3,17,28.7142857142857,17.8428571428571,46.5571428571429
"6837",2059,3,18,12.3285714285714,3.6,15.9285714285714
"7212",2060,3,19,0.0857142857142857,0,0.0857142857142857
"7587",2061,3,20,0,0,0
"7962",2062,3,21,0,0,0
"8337",2063,3,22,0,0,0
"8712",2064,3,23,0,0,0
"88",2065,3,0,0,0,0
"463",2066,3,1,0,0,0
"838",2067,3,2,0,0,0
"1213",2068,3,3,0,0,0
"1588",2069,3,4,0,0,0
"1963",2070,3,5,0,0,0
"2338",2071,3,6,0.0704225352112676,0.0140845070422535,0.0845070422535211
"2713",2072,3,7,11.7571428571429,3.42857142857143,15.1857142857143
"3088",2073,3,8,30.8571428571429,14.7714285714286,45.6285714285714
"3463",2074,3,9,46.3428571428571,30.4714285714286,76.8142857142857
"3838",2075,3,10,61.9714285714286,40.4857142857143,102.457142857143
"4213",2076,3,11,68.3857142857143,54.3142857142857,122.7
"4588",2077,3,12,72.9,63.6428571428571,136.542857142857
"4963",2078,3,13,76.2857142857143,69.2,145.485714285714
"5338",2079,3,14,70.2,61.7428571428571,131.942857142857
"5713",2080,3,15,58.6428571428571,48.8571428571429,107.5
"6088",2081,3,16,47.3857142857143,33.8428571428571,81.2285714285714
"6463",2082,3,17,29.8714285714286,15,44.8714285714286
"6838",2083,3,18,12.2285714285714,3.88571428571429,16.1142857142857
"7213",2084,3,19,0.1,0.0571428571428571,0.157142857142857
"7588",2085,3,20,0,0,0
"7963",2086,3,21,0,0,0
"8338",2087,3,22,0,0,0
"8713",2088,3,23,0,0,0
"89",2089,3,0,0,0,0
"464",2090,3,1,0,0,0
"839",2091,3,2,0,0,0
"1214",2092,3,3,0,0,0
"1589",2093,3,4,0,0,0
"1964",2094,3,5,0,0,0
"2339",2095,3,6,0.385714285714286,0.0142857142857143,0.4
"2714",2096,3,7,11.8571428571429,3.38571428571429,15.2428571428571
"3089",2097,3,8,30.7857142857143,14.5857142857143,45.3714285714286
"3464",2098,3,9,47.7857142857143,34.8428571428571,82.6285714285714
"3839",2099,3,10,60.3857142857143,53.9714285714286,114.357142857143
"4214",2100,3,11,70.6,64.0714285714286,134.671428571429
"4589",2101,3,12,73.9285714285714,71.4714285714286,145.4
"4964",2102,3,13,72.2714285714286,70.4857142857143,142.757142857143
"5339",2103,3,14,70.4571428571429,60.7,131.157142857143
"5714",2104,3,15,56.7571428571429,50.8571428571429,107.614285714286
"6089",2105,3,16,46.3714285714286,31.8857142857143,78.2571428571429
"6464",2106,3,17,29.4285714285714,16.8142857142857,46.2428571428571
"6839",2107,3,18,13.5142857142857,4.37142857142857,17.8857142857143
"7214",2108,3,19,0.685714285714286,0.0571428571428571,0.742857142857143
"7589",2109,3,20,0,0,0
"7964",2110,3,21,0,0,0
"8339",2111,3,22,0,0,0
"8714",2112,3,23,0,0,0
"90",2113,3,0,0,0,0
"465",2114,3,1,0,0,0
"840",2115,3,2,0,0,0
"1215",2116,3,3,0,0,0
"1590",2117,3,4,0,0,0
"1965",2118,3,5,0,0,0
"2340",2119,3,6,0.7,0.0714285714285714,0.771428571428571
"2715",2120,3,7,12.8285714285714,4.02857142857143,16.8571428571429
"3090",2121,3,8,30.7285714285714,17.8285714285714,48.5571428571429
"3465",2122,3,9,46.3714285714286,32.7142857142857,79.0857142857143
"3840",2123,3,10,61.7142857142857,50.9571428571429,112.671428571429
"4215",2124,3,11,67.7428571428571,64.1285714285714,131.871428571429
"4590",2125,3,12,73.2857142857143,65.6,138.885714285714
"4965",2126,3,13,74.4142857142857,68.6571428571429,143.071428571429
"5340",2127,3,14,67.2,57.1285714285714,124.328571428571
"5715",2128,3,15,60.1428571428571,40.0285714285714,100.171428571429
"6090",2129,3,16,47.6,27.5,75.1
"6465",2130,3,17,32.3857142857143,16.5571428571429,48.9428571428571
"6840",2131,3,18,13.6571428571429,3.82857142857143,17.4857142857143
"7215",2132,3,19,0.871428571428571,0.0571428571428571,0.928571428571429
"7590",2133,3,20,0,0,0
"7965",2134,3,21,0,0,0
"8340",2135,3,22,0,0,0
"8715",2136,3,23,0,0,0
"91",2137,3,0,0,0,0
"466",2138,3,1,0,0,0
"841",2139,3,2,0,0,0
"1216",2140,3,3,0,0,0
"1591",2141,3,4,0,0,0
"1966",2142,3,5,0,0,0
"2341",2143,3,6,0.871428571428571,0.0857142857142857,0.957142857142857
"2716",2144,3,7,12.4571428571429,3.24285714285714,15.7
"3091",2145,3,8,30.6714285714286,15.3285714285714,46
"3466",2146,3,9,49.4428571428571,31.1142857142857,80.5571428571429
"3841",2147,3,10,64.3,43.3,107.6
"4216",2148,3,11,74.1,60.9285714285714,135.028571428571
"4591",2149,3,12,78.3285714285714,70.2571428571429,148.585714285714
"4966",2150,3,13,80.0714285714286,72.9571428571429,153.028571428571
"5341",2151,3,14,76.0428571428571,61.1714285714286,137.214285714286
"5716",2152,3,15,62.9428571428571,45.3714285714286,108.314285714286
"6091",2153,3,16,47.3142857142857,32.4285714285714,79.7428571428571
"6466",2154,3,17,32.1857142857143,19.7428571428571,51.9285714285714
"6841",2155,3,18,14.1857142857143,5.44285714285714,19.6285714285714
"7216",2156,3,19,1.11428571428571,0.114285714285714,1.22857142857143
"7591",2157,3,20,0,0,0
"7966",2158,3,21,0,0,0
"8341",2159,3,22,0,0,0
"8716",2160,3,23,0,0,0
"92",2161,3,0,0,0,0
"93",2161,4,0,0,0,0
"467",2162,3,1,0,0,0
"468",2162,4,1,0,0,0
"842",2163,3,2,0,0,0
"843",2163,4,2,0,0,0
"1217",2164,3,3,0,0,0
"1218",2164,4,3,0,0,0
"1592",2165,3,4,0,0,0
"1593",2165,4,4,0,0,0
"1967",2166,3,5,0,0,0
"1968",2166,4,5,0,0,0
"2342",2167,3,6,0.722222222222222,0.222222222222222,0.944444444444444
"2343",2167,4,6,0.884615384615385,0.0769230769230769,0.961538461538462
"2717",2168,3,7,11.4444444444444,4.66666666666667,16.1111111111111
"2718",2168,4,7,14.5576923076923,4,18.5576923076923
"3092",2169,3,8,25.6111111111111,19.0555555555556,44.6666666666667
"3093",2169,4,8,33.4807692307692,20.0576923076923,53.5384615384615
"3467",2170,3,9,43,31.2777777777778,74.2777777777778
"3468",2170,4,9,50.4509803921569,41.078431372549,91.5294117647059
"3842",2171,3,10,55.5,50.2222222222222,105.722222222222
"3843",2171,4,10,63.1176470588235,58.0980392156863,121.21568627451
"4217",2172,3,11,70.2222222222222,65.9444444444444,136.166666666667
"4218",2172,4,11,74.5686274509804,64.8039215686274,139.372549019608
"4592",2173,3,12,70,72.2222222222222,142.222222222222
"4593",2173,4,12,76.4509803921569,72.7058823529412,149.156862745098
"4967",2174,3,13,73.8333333333333,73.7777777777778,147.611111111111
"4968",2174,4,13,75.3921568627451,70.4901960784314,145.882352941176
"5342",2175,3,14,73.5,56.1111111111111,129.611111111111
"5343",2175,4,14,68.3921568627451,73.2352941176471,141.627450980392
"5717",2176,3,15,66.8333333333333,42.4444444444444,109.277777777778
"5718",2176,4,15,59.7647058823529,59.3333333333333,119.098039215686
"6092",2177,3,16,49.5,28.2222222222222,77.7222222222222
"6093",2177,4,16,46.3725490196078,37.7647058823529,84.1372549019608
"6467",2178,3,17,33.1666666666667,18.5,51.6666666666667
"6468",2178,4,17,31.843137254902,19.078431372549,50.921568627451
"6842",2179,3,18,13.7777777777778,5.77777777777778,19.5555555555556
"6843",2179,4,18,15.7058823529412,4.33333333333333,20.0392156862745
"7217",2180,3,19,1.11111111111111,0,1.11111111111111
"7218",2180,4,19,1.33333333333333,0.117647058823529,1.45098039215686
"7592",2181,3,20,0,0,0
"7593",2181,4,20,0,0,0
"7967",2182,3,21,0,0,0
"7968",2182,4,21,0,0,0
"8342",2183,3,22,0,0,0
"8343",2183,4,22,0,0,0
"8717",2184,3,23,0,0,0
"8718",2184,4,23,0,0,0
"94",2185,4,0,0,0,0
"469",2186,4,1,0,0,0
"844",2187,4,2,0,0,0
"1219",2188,4,3,0,0,0
"1594",2189,4,4,0,0,0
"1969",2190,4,5,0,0,0
"2344",2191,4,6,1.1304347826087,0.144927536231884,1.27536231884058
"2719",2192,4,7,15.0724637681159,5.92753623188406,21
"3094",2193,4,8,31.0579710144928,21.8985507246377,52.9565217391304
"3469",2194,4,9,47,41.7101449275362,88.7101449275362
"3844",2195,4,10,58.1449275362319,61.6521739130435,119.797101449275
"4219",2196,4,11,65.304347826087,70.463768115942,135.768115942029
"4594",2197,4,12,74.3913043478261,72.9275362318841,147.31884057971
"4969",2198,4,13,74.7971014492754,74.2173913043478,149.014492753623
"5344",2199,4,14,71.0869565217391,66.463768115942,137.550724637681
"5719",2200,4,15,60.5797101449275,59.1304347826087,119.710144927536
"6094",2201,4,16,46.7246376811594,42.8550724637681,89.5797101449275
"6469",2202,4,17,30.7101449275362,25.0289855072464,55.7391304347826
"6844",2203,4,18,14.5507246376812,6.57971014492754,21.1304347826087
"7219",2204,4,19,1.43478260869565,0.289855072463768,1.72463768115942
"7594",2205,4,20,0,0,0
"7969",2206,4,21,0,0,0
"8344",2207,4,22,0,0,0
"8719",2208,4,23,0,0,0
"95",2209,4,0,0,0,0
"470",2210,4,1,0,0,0
"845",2211,4,2,0,0,0
"1220",2212,4,3,0,0,0
"1595",2213,4,4,0,0,0
"1970",2214,4,5,0,0,0
"2345",2215,4,6,1.7536231884058,0.115942028985507,1.8695652173913
"2720",2216,4,7,15.3768115942029,5.30434782608696,20.6811594202899
"3095",2217,4,8,33.7101449275362,21.5217391304348,55.231884057971
"3470",2218,4,9,49.0289855072464,45.9420289855072,94.9710144927536
